Lista;Grupo;FamIlia;Especie.Simplificado;NomeComum;CategoriaAmeaCa;Status;Bioma;PrincipaisAmeacas;PresencaAreasProtegidas;PAN;OrdenamentoPesqueiro ;Nivel.Protecao.Estrategia.Nacional;Especie.exclusiva.Brasil;EstadosOcorrencia
Fauna;Peixes Marinhos;Alopiidae;Alopias vulpinus;Tubarão-raposa;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;4;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Mamíferos;Atelidae;Alouatta belzebul;Guariba-de-mãos-ruivas;Vulnerável (VU);VU;"Amazônia; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Não;5;Sim;"AP; MA; PA; TO"
Fauna;Mamíferos;Atelidae;Alouatta discolor;Guariba-de-mãos-ruivas;Vulnerável (VU);VU;Amazônia;"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;4;Sim;" MT; PA"
Fauna;Mamíferos;Atelidae;Alouatta guariba clamitans;Bugio-ruivo;Vulnerável (VU);VU;"Cerrado; Mata Atlântica; Pampa;";"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas";Sim;Sim;Não;3;Sim;"ES; MG; PR; RJ; RS; SC; SP"
Fauna;Mamíferos;Atelidae;Alouatta guariba guariba;Bugio-marrom;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca";Sim;Sim;Não;3;Sim;"BA; ES; MG"
Fauna;Mamíferos;Atelidae;Alouatta ululata;Guariba;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Extracao Florestal; Outras Atividades Econômicas:Energia";Sim;Sim;Não;3;Sim;"CE; MA; PI"
Flora;Angiospermas;Verbenaceae;Aloysia hatschbachii;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;"PR; PA"
Flora;Angiospermas;Rubiaceae;Alseis involuta;-;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"BA; ES; MG; RJ; SP"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria amabilis;-;Em Perigo (EN);EN;Mata Atlântica;Espécies Invasoras, Linhas de Energia, Turismo/Recreação;Sim;Não;Não;2;Sim;"PR; SC"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria brasiliensis;-;Em Perigo (EN);EN;Cerrado;Espécies Invasoras, Agropecuária, Mineração;Não;Sim;Não;2;Sim;"MT; MG; GO"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria capixaba;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras;Sim;Não;Não;2;Sim;"ES; MG"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria caryophyllaea;-;Em Perigo (EN);EN;Mata Atlântica;Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Extração de Madeira;Sim;Não;Não;2;Sim;"ES; RJ; SP; PA"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria malmeana;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"PR; SC"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria orchidioides;-;Em Perigo (EN);EN;Cerrado;Queimadas, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"DF; GO"
Flora;Angiospermas;Alstroemeriaceae;Alstroemeria penduliflora;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Agropecuária, Turismo/Recreação, Extração de Não Madereiras, Perda de Habitat/Degradação (Induzida por Humanos), Extração para Combustível, Mineração, Espécies Invasoras, Queimadas;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Amaranthaceae;Alternanthera decurrens;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos), Distribuição Restrita;Sim;Não;Não;2;Sim;"MG; MS"
Flora;Angiospermas;Amaranthaceae;Alternanthera hirtula;-;Vulnerável (VU);VU;"Mata Atlântica; Pampa";Agropecuária, Espécies Invasoras;Sim;Não;Não;2;Não;"PR; MS; SC; RS; SP"
Flora;Angiospermas;Amaranthaceae;Alternanthera januarensis;-;Em Perigo (EN);EN;Cerrado;Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus campoi;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;SP
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus dulceae;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;"MG; RJ"
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus godinhorum;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;"MG; RJ"
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus koikei;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;MG
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus rotundatus;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;"MG; RJ"
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus ruficollis;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;"MG; RJ"
Fauna;Invertebrados Terrestres;Lucanidae;Altitatiayus trifurcatus;Besouro-tesoura;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;"MG; RJ"
Flora;Angiospermas;Poaceae;Altoparadisium chapadense;-;Criticamente em Perigo (CR);CR;Cerrado;Distúrbio Humano;Sim;Sim;Não;2;Sim;"GO; TO"
Fauna;Aves;Accipitridae;Amadonastur lacernulatus;Gavião-pombo-pequeno ;Vulnerável (VU);VU;"Caatinga; Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;4;Sim;"BA; ES; MG; PR; RJ; SC; SP"
Flora;Angiospermas;Amaranthaceae;Amaranthus rosengurtii;-;Em Perigo (EN);EN;Pampa;Agropecuária, Espécies Invasoras;Não;Não;Não;1;Não;RS
Fauna;Aves;Psittacidae;Amazona pretrei;Papagaio-charão;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas";Sim;Não;Não;3;Não;"RS; SC"
Fauna;Aves;Psittacidae;Amazona rhodocorytha;Chauá;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Não;Não;4;Sim;"AL; BA; ES; MG; RJ; SE"
Fauna;Aves;Psittacidae;Amazona vinacea;Papagaio-de-peito-roxo;Vulnerável (VU);VU;"Caatinga; Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Outras Atividades Econômicas:Turismo";Sim;Não;Não;3;Não;"BA; ES; MG;  PR; RJ; RS; SC; SP"
Flora;Angiospermas;Fabaceae;Amburana acreana;"cerejeira; cumaru de cheiro";Vulnerável (VU);VU;Amazônia;Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;1;Não;"AC; AM; RO; ES; RJ; MT"
Fauna;Répteis;Teiidae;Ameiva parecis;Calango;Em Perigo (EN);EN;"Amazônia; Cerrado";"Agropecuária; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;"MT; RO"
Fauna;Répteis;Teiidae;Ameivula abaetensis;Lagartinho-de-abaeté;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;2;Sim; SE
Fauna;Répteis;Teiidae;Ameivula littoralis;Lagarto-da-cauda-verde;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;RJ
Fauna;Répteis;Teiidae;Ameivula nativo;Lagartinho-de-linhares;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Sim;"BA; ES"
Fauna;Répteis;Typhlopidae;Amerotyphlops amoipira;Cobra-cega-das-dunas;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Outras Atividades Econômicas:Energia";Sim;Sim;Não;4;Sim;"BA; MG"
Fauna;Répteis;Typhlopidae;Amerotyphlops paucisquamus;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;"AL; MA; PB; PE; RN"
Fauna;Répteis;Typhlopidae;Amerotyphlops yonenagae;Cobra-cega-do-são-francisco;Em Perigo (EN);EN;Caatinga;"Agropecuária; Mineracao";Não;Sim;Não;2;Sim;BA
Fauna;Répteis;Amphisbanidae;Amphisbaena arda;Cobra-de-duas-cabeças;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Extracao Florestal; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;4;Sim;BA
Fauna;Répteis;Amphisbanidae;Amphisbaena frontalis;Cobra-de-duas-cabeças;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Mineracao; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;4;Sim;BA
Fauna;Répteis;Amphisbanidae;Amphisbaena nigricauda;Cobra-de-duas-cabeças;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;"BA; ES"
Fauna;Répteis;Amphisbanidae;Amphisbaena supernumeraria;Cobra-de-duas-cabeças;Em Perigo (EN);EN;Caatinga;"Agropecuária; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas";Sim;Não;Não;1;Sim;PE
Fauna;Répteis;Amphisbanidae;Amphisbaena uroxena;Cobra-de-duas-cabeças;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Poluição";Não;Sim;Não;2;Sim;BA
Fauna;Invertebrados Terrestres;Lampyridae;Amydetes bellorum;Vagalume;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Não;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Anablepsoides cearensis;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Sim;CE
Fauna;Invertebrados Terrestres;Buthidae;Ananteris infuscata;Escorpião;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Especies Exoticas; Mineracao";Não;Não;Não;0;Sim;MG
Flora;Angiospermas;Orchidaceae;Anathallis colnagoi;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;2;Sim;ES
Flora;Angiospermas;Orchidaceae;Anathallis gehrtii;-;Vulnerável (VU);VU;Mata Atlântica;Indústrias, Agropecuária, Extração de Madeira, Queimadas;Sim;Não;Não;2;Sim;"ES; MG; RJ; SP; SC"
Flora;Angiospermas;Orchidaceae;Anathallis pabstii;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"RJ; PR; SC; RS"
Flora;Angiospermas;Orchidaceae;Anathallis tigridens;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Extração Direta;Sim;Não;Não;2;Sim;"ES; RJ"
Fauna;Peixes Continentais;Loricariidae;Ancistrus cryptophthalmus;Cascudinho-de-caverna;Em Perigo (EN);EN;Cerrado;"Agropecuária; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Loricariidae;Ancistrus formoso;Cascudo-cego;Vulnerável (VU);VU;Cerrado;Mineracao;Não;Não;Não;1;Sim;MS
Fauna;Peixes Continentais;Loricariidae;Ancistrus minutus;Desconhecido;Em Perigo (EN);EN;Cerrado;"Agropecuária; Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Energia";Não;Sim;Sim;1;Sim;GO
Flora;Angiospermas;Rutaceae;Andreadoxa flava;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Baixa Densidade, Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Poaceae;Andropogon glaucophyllus;-;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Não;"SP; PR; RS; SC"
Flora;Pteridófitas;Anemiaceae;Anemia blechnoides;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Poluição;Sim;Não;Não;2;Sim;"ES; RJ; MG"
Flora;Pteridófitas;Anemiaceae;Anemia dentata;-;Vulnerável (VU);VU;Cerrado;Vazio;Não;Não;Não;1;Informação não disponível;"AL; BA; MG; PE"
Flora;Pteridófitas;Anemiaceae;Anemia gardneri;-;Vulnerável (VU);VU;Mata Atlântica;Mineração, Agropecuária, Poluição, Espécies Invasoras;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Pteridófitas;Anemiaceae;Anemia trichorhiza;-;Vulnerável (VU);VU;"Cerrado; Pantanal";Agropecuária, Mineração, Transporte Terrestre/Aéreo;Sim;Sim;Não;3;Não;"DF; GO; MS; MT; MG; SP; PR"
Flora;Angiospermas;Bignoniaceae;Anemopaegma arvense;"alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha";Em Perigo (EN);EN;Cerrado;Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;3;Não;"RO; TO; BA; MA; DF; GO; MS; MG; MT; RJ; SP; PR"
Flora;Angiospermas;Bignoniaceae;Anemopaegma mirabile;-;Criticamente em Perigo (CR);CR;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;1;Sim;"MA; PI"
Flora;Angiospermas;Plantaginaceae;Angelonia alternifolia;-;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Informação não disponível;"GO; TO"
Flora;Angiospermas;Lauraceae;Aniba ferrea;-;Vulnerável (VU);VU;Amazônia;Extração de Madeira;Sim;Não;Não;2;Não;"AM; AP"
Flora;Angiospermas;Lauraceae;Aniba rosaeodora;Pau - rosa;Em Perigo (EN);EN;Amazônia;Extração de Madeira;Sim;Não;Não;3;Não;"AM; AP; PA"
Flora;Angiospermas;Lauraceae;Aniba santalodora;-;Vulnerável (VU);VU;Amazônia;Extração de Madeira;Sim;Não;Não;2;Informação não disponível;AM
Flora;Angiospermas;Annonaceae;Annona maritima;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Desenvolvimento e Infraestrutura, Agropecuária, Queimadas, Assentamentos Humanos: Cidades, Turismo/Recreação;Sim;Sim;Não;2;Não;"PR; RS; SC"
Flora;Angiospermas;Annonaceae;Annona parviflora;Vaovír;Em Perigo (EN);EN;Mata Atlântica;Extração de Madeira, Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Annonaceae;Annona pickelii;Araticum;Vulnerável (VU);VU;Mata Atlântica;Assentamentos Humanos: Cidades, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Barragens;Sim;Não;Não;2;Sim;"AL; PB; PE; SE"
Flora;Angiospermas;Annonaceae;Annona ubatubensis;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Formicidae;Anochetus oriens;Formiga;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Poluição";Sim;Não;Não;1;Sim;"BA; ES"
Fauna;Aves;Psittacidae;Anodorhynchus leari;Arara-azul-de-lear;Em Perigo (EN);EN;Caatinga;"Agropecuária; Extracao Direta:Caça/Pesca; Mineracao; Queimadas";Sim;Não;Não;3;Sim;BA
Flora;Angiospermas;Poaceae;Anomochloa marantoidea;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Asteraceae;Anteremanthus hatschbachii;-;Em Perigo (EN);EN;Cerrado;Extração de Madeira, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Poaceae;Anthaenantiopsis fiebrigii;-;Criticamente em Perigo (CR);CR;Cerrado;Vazio;Não;Não;Não;1;Não;"DF; MG"
Flora;Angiospermas;Araceae;Anthurium jureianum;-;Vulnerável (VU);VU;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Araceae;Anthurium langsdorffii;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"RJ; SP"
Flora;Angiospermas;Araceae;Anthurium lucidum;-;Em Perigo (EN);EN;Mata Atlântica;Turismo/Recreação, Queimadas;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Araceae;Anthurium luschnathianum;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Araceae;Anthurium radicans;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"BA; ES; "
Flora;Angiospermas;Araceae;Anthurium xanthophylloides;-;Vulnerável (VU);VU;Mata Atlântica;Mineração;Sim;Não;Não;2;Sim;ES
Fauna;Aves;Motacillidae;Anthus nattereri;Caminheiro-grande;Vulnerável (VU);VU;"Cerrado; Mata Atlântica; Pampa;";"Agropecuária; Queimadas";Sim;Sim;Não;4;Não;"ES; MG; PR; RJ; RS; SC; SP"
Fauna;Aves;Pipridae;Antilophia bokermanni;Soldadinho-do-araripe;Criticamente em Perigo (CR);CR;Caatinga;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Queimadas";Sim;Sim;Não;2;Sim;CE
Flora;Angiospermas;Loasaceae;Aosa uleana;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Espécies Invasoras, Assentamentos Humanos: Cidades, Extração de Madeira, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;RJ
Fauna;Anfíbios;Hylidae;Aparasphenodon pomba;Perereca;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Industrias; Poluição";Não;Sim;Não;2;Sim;MG
Fauna;Peixes Continentais;Parodontidae;Apareiodon davisi;Peixe-rei;Em Perigo (EN);EN;Caatinga;Agropecuária;Não;Sim;Não;1;Sim;"CE; PB"
Fauna;Peixes Continentais;Parodontidae;Apareiodon vladii;Canivete;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"PR; SP"
Flora;Angiospermas;Acanthaceae;Aphelandra espirito-santensis;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Acanthaceae;Aphelandra margaritae;-;Vulnerável (VU);VU;Mata Atlântica;Agropecuária, Plantação de Madereiras;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Acanthaceae;Aphelandra maximiliana;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Fauna;Peixes Continentais;Characidae;Aphyocheirodon hemigrammus;Lambari;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Poluição;Sim;Sim;Não;2;Sim;"MS; PR; SP"
Flora;Angiospermas;Poaceae;Apoclada simplex;-;Em Perigo (EN);EN;Mata Atlântica;Extração Direta;Sim;Não;Não;2;Sim;"SP; SC"
Fauna;Répteis;Dipsadidae;Apostolepis arenaria;Cobra-rainha-do-são-francisco;Em Perigo (EN);EN;Caatinga;"Agropecuária; Extracao Florestal; Mineracao; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;BA
Fauna;Répteis;Dipsadidae;Apostolepis gaboi;Cobra-rainha-das-dunas;Em Perigo (EN);EN;"Caatinga; Cerrado";Outras Atividades Econômicas:Energia;Sim;Sim;Não;3;Sim;BA
Fauna;Répteis;Dipsadidae;Apostolepis quirogai;Desconhecido;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Agropecuária;Não;Sim;Não;2;Não;RS
Fauna;Répteis;Dipsadidae;Apostolepis serrana;Cobra-rainha-da-serra-do-roncador;Em Perigo (EN);EN;"Amazônia; Cerrado";Agropecuária;Não;Sim;Não;1;Sim;MT
Fauna;Répteis;Dipsadidae;Apostolepis striata;Cobra-rainha-estriada;Em Perigo (EN);EN;"Amazônia; Cerrado";Agropecuária;Não;Sim;Não;1;Sim;"MT; RO"
Fauna;Peixes Continentais;Apteronotidae;Apteronotus acidops;Sarapó;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte; Poluição";Não;Sim;Não;1;Sim;"MS; SP"
Fauna;Peixes Continentais;Apteronotidae;Apteronotus lindalvae;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;AM
Flora;Angiospermas;Fabaceae;Apuleia leiocarpa;"Grapia; Amarelão; Garapa; cumaru cetim; mitaroá";Vulnerável (VU);VU;"Amazônia; Caatinga; Cerrado; Mata Atlântica";Extração de Madeira;Sim;Sim;Não;3;Não;"AC; AM; PA; RO; TO; AL; BA; CE; MA; PB; PE; PI; RN; SE; DF; GO; MS; MT; ES; MG; SP; RJ; PR; RS; SC"
Flora;Angiospermas;Fabaceae;Arachis villosa;-;Em Perigo (EN);EN;Pampa;Desastres Naturais;Não;Não;Não;1;Não;RS
Flora;Angiospermas;Bromeliaceae;Araeococcus montanus;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Fauna;Aves;Psittacidae;Aratinga solstitialis;Jandaia-amarela;Em Perigo (EN);EN;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;5;Não;RR
Flora;Gimnospermas;Araucariaceae;Araucaria angustifolia;"araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná";Em Perigo (EN);EN;Mata Atlântica;Espécies Invasoras, Assentamentos Humanos: Cidades, Perda de Habitat/Degradação (Induzida por Humanos), Barragens, Extração de Madeira, Agropecuária;Sim;Não;Não;2;Não;"MG; RJ; SP; PR; RS; SC"
Fauna;Invertebrados Terrestres;Lycaenidae;Arawacus aethesa;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;"BA; ES; MG"
Fauna;Invertebrados Terrestres;Andrenidae;Arhysosage cactorum;Abelha;Vulnerável (VU);VU;Pampa;"Agropecuária; Especies Exoticas";Não;Não;Não;0;Sim;RS
Flora;Angiospermas;Poaceae;Aristida brasiliensis;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Queimadas, Mineração, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;"MG; SP; SC"
Flora;Angiospermas;Poaceae;Aristida constricta;-;Criticamente em Perigo (CR);CR;Pampa;Agropecuária, Espécies Invasoras, Queimadas;Sim;Não;Não;2;Não;RS
Flora;Angiospermas;Aristolochiaceae;Aristolochia hypoglauca;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Aristolochiaceae;Aristolochia odora;"calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro";Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Desenvolvimento e Infraestrutura, Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;"BA; ES; MG; RJ; SP"
Fauna;Aves;Passerelidae;Arremonops conirostris;Tico-tico-cantor;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Não;RR
Fauna;Invertebrados Terrestres;Arrhopalitidae;Arrhopalites alambariensis;Colêmbolo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Não;Não;3;Sim;SP
Fauna;Invertebrados Terrestres;Arrhopalitidae;Arrhopalites amorimi;Colêmbolo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Não;Não;2;Sim;SP
