Supplied Name	guid	scientificName	family	kingdom	family_1	status	statusSource	year
Facheiroa cephaliomelana Buining & Brederoo	367728	Facheiroa cephaliomelana	Cactaceae		Cactaceae	EN	Em Perigo	2008
Crax fasciolata Spix, 1825	187010	Crax fasciolata	Cracidae		Crax fasciolata	EN	Em Perigo	2010
Calea lemmatioides Sch.Bip. ex Baker	392788	Calea lemmatioides	Asteraceae		Asteraceae	EN	Em Perigo	2008
Miconia angelana R.Romero & R.Goldenb.	322141	Miconia angelana	Melastomataceae		Melastomataceae	EN	Em Perigo	2008
Steindachneridion parahybae (Steindachner, 1877)	237713	Steindachneridion parahybae	Pimelodidae		Steindachneridion parahybae	CR	Criticamente em Perigo	2010
Glaucidium minutissimum (Wied, 1830)	251316	Glaucidium minutissimum	Strigidae		Glaucidium minutissimum	VU	Vulnerável	2010
Isoetes kriegerii Fuchs-Eckert						CR	Criticamente em Perigo	2008
Galeandra xerophilla Hoehne	347683	Galeandra xerophila	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Paepalanthus garimpensis Silveira	332185	Paepalanthus garimpensis	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Cyathea pungens (Willd.) Domin	299013	Cyathea pungens	Cyatheaceae		Cyatheaceae	CR	Criticamente em Perigo	2008
Banisteriopsis calcicola B.Gates	292017	Banisteriopsis calcicola	Malpighiaceae		Malpighiaceae	EN	Em Perigo	2008
Alouatta guariba clamitans Cabrera, 1940	263376	Alouatta guariba clamitans	Atelidae		Alouatta guariba clamitans	VU	Vulnerável	2010
Cattleya amethystoglossa Linden & Rchb.f.	343177	Cattleya amethystoglossa	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Aulonemia amplissima (Nees) McCure	276087	Aulonemia amplissima	Poaceae		Poaceae	VU	Vulnerável	2008
Microlicia flava R.Romero	322278	Microlicia flava	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Lellingeria wittigiana (Fée) A.R. Sm. & R.C. Moran	348956	Lellingeria wittigiana	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Anthus nattereri Sclater, 1878	122922	Anthus nattereri	Motacillidae		Anthus nattereri	EN	Em Perigo	2010
Campylorhynchus turdinus (Wied, 1831)	115694	Campylorhynchus turdinus	Troglodytidae		Campylorhynchus turdinus	CR	Criticamente em Perigo	2010
Habranthus itaobinus Ravenna	351735	Habranthus itaobinus	Amaryllidaceae		Amaryllidaceae	EN	Em Perigo	2008
Neomarica rupestris (Ravenna) Chukr	320309	Neomarica rupestris	Iridaceae		Iridaceae	VU	Vulnerável	2008
Thelypteris tamandarei (Rosenst.) Ponce	350643	Thelypteris tamandarei	Thelypteridaceae		Thelypteridaceae	EN	Em Perigo	2008
Megalastrum inaequale (Kaulf. ex Link) A.R. Sm. & R.C. Moran	347443	Megalastrum inaequale	Dryopteridaceae		Dryopteridaceae	VU	Vulnerável	2008
Calibrachoa elegans (Miers) Stehmann & Semir	379858	Calibrachoa elegans	Solanaceae		Solanaceae	CR	Criticamente em Perigo	2008
Epidendrum ochrochlorum Barb. Rodr.	343861	Epidendrum ochrochlorum	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Alcantarea imperialis Harms ou (Carrière) Harms?						EN	Em Perigo	2008
Lellingeria tamandarei (Ros.) A.R. Sm. & R.C. Moran	348948	Lellingeria tamandarei	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Chironectes minimus (Zimmermann, 1780)	178881	Chironectes minimus	Didelphidae		Chironectes minimus	VU	Vulnerável	2010
Panthera onca (Linnaeus, 1758)	257864	Panthera onca	Felidae		Panthera onca	CR	Criticamente em Perigo	2010
Pyrrhura cruentata (Wied, 1820)	175011	Pyrrhura cruentata	Psittacidae		Pyrrhura cruentata	CR	Criticamente em Perigo	2010
Hindsia ibitipocensis Di Maio	279470	Hindsia ibitipocensis	Rubiaceae		Rubiaceae	CR	Criticamente em Perigo	2008
Hyptis rhipidiophylla Briq.	334101	Hyptis rhypidiophylla	Lamiaceae		Lamiaceae	VU	Vulnerável	2008
Eupatorium praefictum B.L.Rob.						EN	Em Perigo	2008
Ditassa auriflora Rapini	278294	Ditassa auriflora	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Camptosema bellum (Mart.) Benth.	318738	Camptosema bellum	Fabaceae		Fabaceae	VU	Vulnerável	2008
Chionolaena arbuscula DC.	335010	Chionolaena arbuscula	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Alstroemeria rupestris M.C.Assis	310691	Alstroemeria rupestris	Alstroemeriaceae		Alstroemeriaceae	CR	Criticamente em Perigo	2008
Napeogenes rhezia rhezia Bates, 1862	271721	Napeogenes rhezia rhezia	Nymphalidae		Napeogenes rhezia rhezia	EN	Em Perigo	2010
Neoregelia oligantha L. B. Sm.	328059	Neoregelia oligantha	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Coussapoa floccosa Akkermans & C.C.Berg	282556	Coussapoa floccosa	Urticaceae		Urticaceae	VU	Vulnerável	2008
Claravis godefrida (Temminck, 1811)						CR	Criticamente em Perigo	2010
Stachytarpheta longispicata minasensis S. Atkins	369062	Stachytarpheta longispicata subsp. minasensis	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Andropogon pohlianus Hack.	348507	Andropogon pohlianus	Poaceae		Poaceae	EN	Em Perigo	2008
Vernonia scapigera Baker	373115	Vernonia scapigera	Asteraceae		Asteraceae	EN	Em Perigo	2008
Plagiogyria fialhoi (Fée & Glaz.) Copel.	348643	Plagiogyria fialhoi	Plagiogyriaceae		Plagiogyriaceae	CR	Criticamente em Perigo	2008
Sophronitis milleri (Blumensch. ex Pabst) Van den Berg & M.W.Chase	348235	Sophronitis milleri	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Megasoma janus janus Felsche 1906	211232	Megasoma (Megasoma) janus janus	Melolonthidae		Megasoma (Megasoma) janus janus	CR	Criticamente em Perigo	2010
Pogoniopsis schenckii Cogn.	345351	Pogoniopsis schenckii	Orchidaceae		Orchidaceae	VU	Vulnerável	2008
Alstroemeria fuscovinosa Ravenna	369548	Alstroemeria fuscovinosa	Alstroemeriaceae		Alstroemeriaceae	EN	Em Perigo	2008
Filgueirasia cannavieira (Silveira) Guala	348648	Filgueirasia cannavieira	Poaceae		Poaceae	VU	Vulnerável	2008
Chusquea riosaltensis L. G. Clark	276392	Chusquea riosaltensis	Poaceae		Poaceae	EN	Em Perigo	2008
Microlicia elegans Naudin	338606	Microlicia elegans	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Deltochilum elevatum (Castelnau 1840)	218652	Deltochilum (Calhyboma) elevatum	Scarabaeidae		Deltochilum (Calhyboma) elevatum	VU	Vulnerável	2010
Maranta cordata Korn.	337349	Maranta cordata	Marantaceae		Marantaceae	CR	Criticamente em Perigo	2008
Sophronitis virens (Lindl.) Van den Berg & M. W. Chase	364867	Sophronitis virens	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Agalinis bandeirensis Barringer	346363	Agalinis bandeirensis	Orobanchaceae		Orobanchaceae	CR	Criticamente em Perigo	2008
Minaria diamantinensis Fontella	339917	Minaria diamantinensis	Apocynaceae		Apocynaceae	CR	Criticamente em Perigo	2008
Atticora melanoleuca (Wied, 1820)						CR	Criticamente em Perigo	2010
Leopardus pardalis (Linnaeus, 1758)	195743	Leopardus pardalis	Felidae		Leopardus pardalis	VU	Vulnerável	2010
Sporobolus metalicolus Longhi-Wagner & Boechat	348978	Sporobolus metallicolus	Poaceae		Poaceae	VU	Vulnerável	2008
Encholirum reflexum Forzza & Wand.	308238	Encholirium reflexum	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Paepalanthus rhizomatosus Silveira	357154	Paepalanthus rhizomatosus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Cissus paucinervea Lombardi						VU	Vulnerável	2008
Staurogyne elegans (Nees) Kuntze	369372	Staurogyne elegans	Acanthaceae		Acanthaceae	VU	Vulnerável	2008
Paepalanthus microphyllus (Guill.) Kunth	317093	Paepalanthus microphyllus	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Spizaetus melanoleucus (Vieillot, 1816)	178795	Spizaetus melanoleucus	Accipitridae		Spizaetus melanoleucus	EN	Em Perigo	2010
Marsilea polycarpa Hook. & Grev.	348575	Marsilea polycarpa	Marsileaceae		Marsileaceae	CR	Criticamente em Perigo	2008
Chusquea heterophylla Nees	276349	Chusquea heterophylla	Poaceae		Poaceae	EN	Em Perigo	2008
Paepalanthus ascendens Silveira	316708	Paepalanthus ascendens	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Diplusodon glaziovii Koehne						EN	Em Perigo	2008
Paratelmatobius lutzii Lutz & Carvalho, 1958	199120	Paratelmatobius lutzii	Leptodactylidae		Paratelmatobius lutzii	CR	Criticamente em Perigo	2010
Banisteriopsis arborea B.Gates	321337	Banisteriopsis arborea	Malpighiaceae		Malpighiaceae	EN	Em Perigo	2008
Richterago arenaria (Baker) Roque	308034	Richterago arenaria	Asteraceae		Asteraceae	VU	Vulnerável	2008
Thelypteris montana Salino	350542	Thelypteris montana	Thelypteridaceae		Thelypteridaceae	CR	Criticamente em Perigo	2008
Solanum graveolens Bunbury	281738	Solanum graveolens	Solanaceae		Solanaceae	CR	Criticamente em Perigo	2008
Lychnophora granmogolensis (Duarte) D.J.N.Hind	312950	Lychnophora granmogolensis	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Lonchophylla bokermanni Sazima, Vizotto & Taddei, 1978	268436	Lonchophylla bokermanni	Phyllostomidae		Lonchophylla bokermanni	EN	Em Perigo	2010
Cattleya walkeriana Gardn.	347407	Cattleya walkeriana	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Miltonia candida Lindl.	363462	Miltonia candida	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Brycon opalinus (Cuvier, 1819)	246719	Brycon opalinus	Bryconidae		Brycon opalinus	CR	Criticamente em Perigo	2010
Agalinis nana S.I.Elias & V.C.Souza	329362	Agalinis nana	Orobanchaceae		Orobanchaceae	CR	Criticamente em Perigo	2008
Stachytarpheta procumbens Moldenke	351286	Stachytarpheta procumbens	Verbenaceae		Verbenaceae	EN	Em Perigo	2008
Vriesea diamantinensis Leme	314141	Vriesea diamantinensis	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Paspalum heterotrichon Trin.	348858	Paspalum heterotrichon	Poaceae		Poaceae	VU	Vulnerável	2008
Dorstenia elata Hook.	339618	Dorstenia elata	Moraceae		Moraceae	VU	Vulnerável	2008
Pseudobrickelia angustissima (Spreng. ex Baker) R. M. King & H. Rob.	285732	Pseudobrickellia angustissima	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Prestelia eriopus Sch. Bip. ex MacLeish	313094	Prestelia eriopus	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Xyris graminosa Pohl ex Mart.	310250	Xyris graminosa	Xyridaceae		Xyridaceae	VU	Vulnerável	2008
Anemia organensis Rosenst.	298336	Anemia organensis	Anemiaceae		Anemiaceae	EN	Em Perigo	2008
Hypsiboas beckeri (Caramaschi & Cruz, 2004)	155537	Hypsiboas beckeri	Hylidae		Hypsiboas beckeri	VU	Vulnerável	2010
Thelypteris metteniana Ching	350536	Thelypteris metteniana	Thelypteridaceae		Thelypteridaceae	CR	Criticamente em Perigo	2008
Cephaloziella stellulifera (Tayl.) Schiffn.	363591	Cephaloziella stellulifera	Cephaloziellaceae		Cephaloziellaceae	EN	Em Perigo	2008
Cebus xanthosternos Wied-Neuwied, 1826						CR	Criticamente em Perigo	2010
Dimerostemma oblongum Gardner	373767	Dimerostemma oblongum	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Solanum sooretamum Carvalho	282009	Solanum sooretamum	Solanaceae		Solanaceae	VU	Vulnerável	2008
Bifrenaria vitellina (Lindl.) Lindl.	342813	Bifrenaria vitellina	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Minaria monocoronata (Rapini) T.U.P.Konno & Rapini	323597	Minaria monocoronata	Apocynaceae		Apocynaceae	EN	Em Perigo	2008
Baccharis gracilis DC.	324968	Baccharis gracilis	Asteraceae		Asteraceae	EN	Em Perigo	2008
Minaria hemipogonoides (E.Fourn.) T.U.P. Konno & Rapini	339931	Minaria hemipogonoides	Apocynaceae		Apocynaceae	CR	Criticamente em Perigo	2008
Formicarius colma Boddaert, 1783	166991	Formicarius colma	Formicariidae		Formicarius colma	VU	Vulnerável	2010
Bokermannohyla vulcaniae Vasconcelos e Giaretta, 2004 2003	249494	Bokermannohyla vulcaniae	Hylidae		Bokermannohyla vulcaniae	VU	Vulnerável	2010
Thrasyopsis repanda (Nees) Parodi	278133	Thrasyopsis repanda	Poaceae		Poaceae	VU	Vulnerável	2008
Hippeastrum puniceum (Lam.) Kuntze	369791	Hippeastrum puniceum	Amaryllidaceae		Amaryllidaceae	EN	Em Perigo	2008
Chamaecrista aristata (Benth.) H.S.Irwin & Barneby	314342	Chamaecrista aristata	Fabaceae		Fabaceae	VU	Vulnerável	2008
Aristida sanctae-luciae Trin.	276018	Aristida sanctae-luciae	Poaceae		Poaceae	VU	Vulnerável	2008
Calathea prolifera (Vell.) J.M.A.Braga	337182	Calathea prolifera	Marantaceae		Marantaceae	EN	Em Perigo	2008
Procnias nudicollis (Vieillot, 1817)	218493	Procnias nudicollis	Cotingidae		Procnias nudicollis	EN	Em Perigo	2010
Pilosocereus floccosus quadricostatus (F.Ritter) D.C.Zappi	368169	Pilosocereus floccosus subsp. quadricostatus	Cactaceae		Cactaceae	VU	Vulnerável	2008
Actinocephalus aggregatus F. N. Costa	356796	Actinocephalus aggregatus	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Ditassa abortiva E.Fourn.	385496	Ditassa abortiva	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Hypocephalus armatus Desmarest, 1832	118576	Hypocephalus armatus	Vesperidae		Hypocephalus armatus	EN	Em Perigo	2010
Ipomoea granulosa Chodat & Hassl.	315636	Ipomoea granulosa	Convolvulaceae		Convolvulaceae	VU	Vulnerável	2008
Myracrodruon urundeuva Allemão	369879	Myracrodruon urundeuva	Anacardiaceae		Anacardiaceae	VU	Vulnerável	2008
Nemosia rourei Cabanis, 1870	264517	Nemosia rourei	Thraupidae		Nemosia rourei	CR	Criticamente em Perigo	2010
Senecio gertii Zardini	308065	Senecio gertii	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Blastocerus dichotomus (Illiger, 1815)	230886	Blastocerus dichotomus	Cervidae		Blastocerus dichotomus	CR	Criticamente em Perigo	2010
Ophioglossum crotalophoroides Wall.	348613	Ophioglossum crotalophoroides	Ophioglossaceae		Ophioglossaceae	CR	Criticamente em Perigo	2008
Neomarica glauca (Seub. ex Klatt) Sprague	333567	Neomarica glauca	Iridaceae		Iridaceae	EN	Em Perigo	2008
Eleothreptus anomalus (Gould, 1838)						VU	Vulnerável	2010
Lavoisiera rigida Cogn.	337798	Lavoisiera rigida	Melastomataceae		Melastomataceae	EN	Em Perigo	2008
Placosoma cipoense Cunha, 1966	173068	Placosoma cipoense	Gymnophthalmidae		Placosoma cipoense	VU	Vulnerável	2010
Mimosa montis-carasae Barneby	323023	Mimosa montis-carasae	Fabaceae		Fabaceae	EN	Em Perigo	2008
Syagrus macrocarpa Barb.Rodr.	353273	Syagrus macrocarpa	Arecaceae		Arecaceae	CR	Criticamente em Perigo	2008
Micranthocereus albicephalus (Buining & Brederoo) F.Ritter	367981	Micranthocereus albicephalus	Cactaceae		Cactaceae	VU	Vulnerável	2008
Ipomoea verbasciformis (Meisn.) O'Donell	315704	Ipomoea verbasciformis	Convolvulaceae		Convolvulaceae	EN	Em Perigo	2008
Anemia pallida Gardn.	298339	Anemia pallida	Anemiaceae		Anemiaceae	VU	Vulnerável	2008
Oncidium fuscans Rchb.f.	363823	Oncidium fuscans	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Spizaetus ornatus (Daudin, 1800)	210161	Spizaetus ornatus	Accipitridae		Spizaetus ornatus	EN	Em Perigo	2010
Paepalanthus uncinatus Gardner	317376	Paepalanthus uncinatus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Cuphea cipoensis T.B.Cavalc.	320981	Cuphea cipoensis	Lythraceae		Lythraceae	VU	Vulnerável	2008
Banisteriopsis nigrescens (A. Juss.) B. Gates						VU	Vulnerável	2008
Dyckia pectinata L.B.Sm. & Reitz	353949	Dyckia pectinata	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Trichomycterus itacarambiensis Trajano & de Pinna, 1996	174442	Trichomycterus itacarambiensis	Trichomycteridae		Trichomycterus itacarambiensis	CR	Criticamente em Perigo	2010
Richterago campestris Roque & J.N.Nakaj.	308036	Richterago campestris	Asteraceae		Asteraceae	VU	Vulnerável	2008
Vriesea racinae L.B.Sm.	329100	Vriesea racinae	Bromeliaceae		Bromeliaceae	VU	Vulnerável	2008
Zygopetalum pedicellatum (Sw.) Garay	346293	Zygopetalum pedicellatum	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Lychnophoriopsis damazioi (Beaverd) H.Rob.	312972	Lychnophoriopsis damazioi	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Tacinga werneri (Eggli) W.Stuppy & N.P.Taylor	368482	Tacinga werneri	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Rhamdiopsis microcephala (Lütken, 1874)	146153	Rhamdiopsis microcephala	Heptapteridae		Rhamdiopsis microcephala	VU	Vulnerável	2010
Philodendron biribiriense Sakuragui & Mayo	324513	Philodendron biribiriense	Araceae		Araceae	EN	Em Perigo	2008
Asplenium monanthes L.	298593	Asplenium monanthes	Aspleniaceae		Aspleniaceae	CR	Criticamente em Perigo	2008
Coleocephalocereus buxbaumianus flavisetus(F. Ritter) N.P. Taylor & D.C. Zappi	367604	Coleocephalocereus buxbaumianus subsp. flavisetus	Cactaceae		Cactaceae	EN	Em Perigo	2008
Syngonanthus bisulcatus (Körn.) Ruhland	288853	Syngonanthus bisulcatus	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Xylobium pallidiflorum (Hook.) G. Nicholson	393449	Xylobium pallidiflorum	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Paepalanthus hydra Ruhland	332205	Paepalanthus hydra	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Rhipsalis crispata (Haw.) Pfeiff.	368283	Rhipsalis crispata	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Paepalanthus corymbosus (Bong.) Kunth	332147	Paepalanthus corymbosus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Paepalanthus benedictii Silveira	332085	Paepalanthus benedictii	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Gymnopogon doellii Boechat & Valls	348660	Gymnopogon doellii	Poaceae		Poaceae	CR	Criticamente em Perigo	2008
Vellozia auriculata Melo-Silva & N. L. Menezes	350755	Vellozia auriculata	Velloziaceae		Velloziaceae	EN	Em Perigo	2008
Syngonanthus laricifolius (Gardner) Ruhland	288902	Syngonanthus laricifolius	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Andrea selloana (Baker) Mez	313826	Andrea selloana	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Evolvulus glaziovii Dammer	315546	Evolvulus glaziovii	Convolvulaceae		Convolvulaceae	VU	Vulnerável	2008
Dasyphyllum flagellare (Casar.) Cabrera	325302	Dasyphyllum flagellare	Asteraceae		Asteraceae	VU	Vulnerável	2008
Piprites chloris (Temminck, 1822)	178058	Piprites chloris	Pipritidae		Piprites chloris	VU	Vulnerável	2010
Dasyophthalma geraensis Rebel, 1922	271596	Dasyophthalma geraensis	Nymphalidae		Dasyophthalma geraensis	VU	Vulnerável	2010
Viguiera arenaria Baker	372798	Viguiera arenaria	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Nematocharax venustus Weitzman, Menezes & Britski, 1986	264305	Nematocharax venustus	Characidae		Nematocharax venustus	EN	Em Perigo	2010
Branchinecta ferrolimneta D. Christopher Rogers & Aloisio Ferreira						VU	Vulnerável	2010
Coprophanaeus machadoi (Pereira & d'Andretta, 1955)	129332	Coprophanaeus (Metallophanaeus) machadoi	Scarabaeidae		Coprophanaeus (Metallophanaeus) machadoi	CR	Criticamente em Perigo	2010
Ditassa pedunculata Malme	323207	Ditassa pedunculata	Apocynaceae		Apocynaceae	EN	Em Perigo	2008
Xyris lutescens Kral & Wand.	298032	Xyris lutescens	Xyridaceae		Xyridaceae	VU	Vulnerável	2008
Senecio claussenii Decne.	390877	Senecio claussenii	Asteraceae		Asteraceae	EN	Em Perigo	2008
Luxemburgia flexuosa Sastre	347124	Luxemburgia flexuosa	Ochnaceae		Ochnaceae	VU	Vulnerável	2008
Xyris bialata Malme	351492	Xyris bialata	Xyridaceae		Xyridaceae	VU	Vulnerável	2008
Schefflera gardneri (Seem.) Frodin & Fiaschi	353058	Schefflera gardneri	Araliaceae		Araliaceae	VU	Vulnerável	2008
Suiriri islerorum Zimmer, Whittaker & Oren 2001						VU	Vulnerável	2010
Stevia decussata Baker	379984	Stevia decussata	Asteraceae		Asteraceae	VU	Vulnerável	2008
Mesosetum exaratum (Trin.) Chase	336226	Mesosetum exaratum	Poaceae		Poaceae	VU	Vulnerável	2008
Microlicia hispidula Naudin	344997	Microlicia hispidula	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Ceradenia warmingii (C.Chr.) Labiak	348797	Ceradenia warmingii	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Cestrum strictum Schott ex Sendtn.	281362	Cestrum strictum	Solanaceae		Solanaceae	VU	Vulnerável	2008
Tithorea harmonia caissara (Zikán, 1941)	262812	Tithorea harmonia caissara	Nymphalidae		Tithorea harmonia caissara	EN	Em Perigo	2010
Cattleya loddigesii Lindl.	343207	Cattleya loddigesii	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Trinomys moojeni Pessôa, Oliveira & Reis, 1992	152467	Trinomys moojeni	Echimyidae		Trinomys moojeni	VU	Vulnerável	2010
Juncus ustulatus Buchenau	333666	Juncus ustulatus	Juncaceae		Juncaceae	VU	Vulnerável	2008
Loefgrenianthus blanche-amesiae (Loefgr.) Hoehne	344580	Loefgrenianthus blanche-amesiae	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Huperzia nuda (Nessel) B. Olgaard & P.G. Windisch	348324	Huperzia nuda	Lycopodiaceae		Lycopodiaceae	CR	Criticamente em Perigo	2008
Machaerium vestitum Vogel	319607	Machaerium vestitum	Fabaceae		Fabaceae	VU	Vulnerável	2008
Heteropterys argyrophaea A. Juss.	335896	Heteropterys argyrophaea	Malpighiaceae		Malpighiaceae	VU	Vulnerável	2008
Hyalyris fiammetta (Hewitson, 1852)						CR	Criticamente em Perigo	2010
Polystichum bradei Rosenst.	370650	Polystichum bradei	Dryopteridaceae		Dryopteridaceae	CR	Criticamente em Perigo	2008
Simpsonichthys alternatus (Costa & Brasil, 1994)						CR	Criticamente em Perigo	2010
Senecio hatschbachii Cabrera	313266	Senecio hatschbachii	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Phyllomys brasiliensis Lund, 1840	152693	Phyllomys brasiliensis	Echimyidae		Phyllomys brasiliensis	EN	Em Perigo	2010
Trichomanes crispum L.	347809	Trichomanes crispum	Hymenophyllaceae		Hymenophyllaceae	CR	Criticamente em Perigo	2008
Antigramma brasiliense (Sw.) T. Moore						VU	Vulnerável	2008
Pyrrhura leucotis (Kuhl, 1820)	206579	Pyrrhura leucotis	Psittacidae		Pyrrhura leucotis	CR	Criticamente em Perigo	2010
Eriocnema fulva Naudin	337643	Eriocnema fulva	Melastomataceae		Melastomataceae	CR	Criticamente em Perigo	2008
Paepalanthus harmsii Ruhland	357073	Paepalanthus harmsii	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Syagrus pseudococos (Raddi) Glassman	353450	Syagrus pseudococos	Arecaceae		Arecaceae	VU	Vulnerável	2008
Salvinia oblongifolia Mart.	390591	Salvinia oblongifolia	Salviniaceae		Salviniaceae	EN	Em Perigo	2008
Hypolytrum rigens Nees	308436	Hypolytrum rigens	Cyperaceae		Cyperaceae	VU	Vulnerável	2008
Mimosa adamantina Barneby	322685	Mimosa adamantina	Fabaceae		Fabaceae	CR	Criticamente em Perigo	2008
Solanum lacteum Vell.	281805	Solanum lacteum	Solanaceae		Solanaceae	CR	Criticamente em Perigo	2008
Cattleya bicolor Lindl.	343178	Cattleya bicolor	Orchidaceae		Orchidaceae	VU	Vulnerável	2008
Arawacus aethesa (Hewitson, 1867)	273360	Arawacus aethesa	Lycaenidae		Arawacus aethesa	EN	Em Perigo	2010
Spigelia cipoensis Zappi	320864	Spigelia cipoensis	Loganiaceae		Loganiaceae	EN	Em Perigo	2008
Pavonia grazielae Krapov.	309182	Pavonia grazielae	Malvaceae		Malvaceae	VU	Vulnerável	2008
Steindachneridion doceanum (Eigenmann & Eigenmann, 1889)	174871	Steindachneridion doceanum	Pimelodidae		Steindachneridion doceanum	CR	Criticamente em Perigo	2010
Mesosetum arenarium Swallen	348698	Mesosetum arenarium	Poaceae		Poaceae	VU	Vulnerável	2008
Aspilia subpetiolata Baker	311873	Aspilia subpetiolata	Asteraceae		Asteraceae	EN	Em Perigo	2008
Scytalopus novacapitalis Sick, 1958	150447	Scytalopus novacapitalis	Rhinocryptidae		Scytalopus novacapitalis	VU	Vulnerável	2010
Stachytarpheta monachinoi Moldenke	369075	Stachytarpheta monachinoi	Verbenaceae		Verbenaceae	EN	Em Perigo	2008
Uebelmannia pectinifera horrida (P.J.Braun) P.J.Braun & Esteves	368514	Uebelmannia pectinifera subsp. horrida	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Richterago suffrutescens (Cabrera) Roque	313221	Richterago suffrutescens	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Mascagnia leonii W.R.Anderson						EN	Em Perigo	2008
Sarcoglottis schwackei (Cogn.) Schltr.	294353	Sarcoglottis schwackei	Orchidaceae		Orchidaceae	VU	Vulnerável	2008
Minasia pereirae H.Rob.	378478	Minasia pereirae	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Chamaecrista caspariifolia Barneby	314412	Chamaecrista caspariifolia	Fabaceae		Fabaceae	EN	Em Perigo	2008
Eupatorium lineatum Sch.Bip. ex Baker	370493	Eupatorium lineatum	Asteraceae		Asteraceae	VU	Vulnerável	2008
Byrsonima stipulacea A. Juss.	335826	Byrsonima stipulacea	Malpighiaceae		Malpighiaceae	VU	Vulnerável	2008
Encyclia fowliei Duveen	343693	Encyclia fowliei	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Oncidium crispum Lodd.	347932	Oncidium crispum	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Maxillaria pauciflora Barb. Rodr.	363364	Maxillaria pauciflora	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Macropsalis forcipata (Nitzsch, 1840)						EN	Em Perigo	2010
Phyllomys lundi Leite, 2003	152447	Phyllomys lundi	Echimyidae		Phyllomys lundi	EN	Em Perigo	2010
Harttia torrenticola Oyakawa, 1993	172727	Harttia torrenticola	Loricariidae		Harttia torrenticola	VU	Vulnerável	2010
Sessea regnellii Taub.	281543	Sessea regnellii	Solanaceae		Solanaceae	EN	Em Perigo	2008
