"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource"
"Cardisoma guanhumi","232259","Cardisoma guanhumi","Gecarcinidae",,,"V","Vulnerável"
"Choeroniscus minor (Peters, 1868)","268460","Choeroniscus minor","Phyllostomidae",,,"V","Vulnerável"
"Leporinus thayeri",,,,,,"V","Vulnerável"
"Potamarius grandoculis","271109","Potamarius grandoculis","Ariidae",,,"V","Vulnerável"
"Nemosia rourei Cabanis, 1870","264517","Nemosia rourei","Thraupidae","Animalia",,"CR","Criticamente em Perigo"
"Simpsonichthys izecksohni",,,,,,"V","Vulnerável"
"Rhincodon typus","244549","Rhincodon typus","Rhincodontidae",,,"V","Vulnerável"
"Nyctibius aethereus (Wied, 1820)","199034","Nyctibius aethereus","Nyctibiidae",,,"V","Vulnerável"
"Amazona vinacea (Kuhl, 1820)","175040","Amazona vinacea","Psittacidae",,,"CR","Criticamente em Perigo"
"Phaeothlypis rivularis (Wied, 1821)",,,,,,"CR","Criticamente em Perigo"
"Tayassu pecari (Link, 1795)","225421","Tayassu pecari","Tayassuidae",,,"EN","Em Perigo"
"Glaucidium minutissimum (Wied, 1821)","251316","Glaucidium minutissimum","Strigidae",,,"EN","Em Perigo"
"Panthera onca (Linnaeus, 1758)","257864","Panthera onca","Felidae","Animalia",,"CR","Criticamente em Perigo"
"Celeus flavus (Müller, 1766)","267958","Celeus flavus","Picidae",,,"CR","Criticamente em Perigo"
"Eubalena australis (Desmoulins, 1822)","202658","Eubalaena australis","Balaenidae",,,"EN","Em Perigo"
"Hyalinobatrachium uranoscopum",,,,,,"V","Vulnerável"
"Mecistogaster pronoti",,,,,,"CR","Criticamente em Perigo"
"Tithorea harmonica caissara",,,,,,"V","Vulnerável"
"Melipona capixaba",,,,,,"V","Vulnerável"
"Rhynchocyclus olivaceus (Temminck, 1820)","154767","Rhynchocyclus olivaceus","Rhynchocyclidae",,,"V","Vulnerável"
"Spizaetus ornatus (Daudin, 1801)","210161","Spizaetus ornatus","Accipitridae","Animalia",,"CR","Criticamente em Perigo"
"Neomorphus geoffroyi (Temminck, 1820)","253146","Neomorphus geoffroyi","Cuculidae",,,"CR","Criticamente em Perigo"
"Carcharodon carcharias","164918","Carcharodon carcharias","Lamnidae",,,"V","Vulnerável"
"Brycon insignis","152551","Brycon insignis","Bryconidae",,,"CR","Criticamente em Perigo"
"Trogon collaris Vieillot, 1817","175232","Trogon collaris","Trogonidae",,,"EN","Em Perigo"
"Phasmahyla Exilis","218290","Phasmahyla exilis","Hylidae",,,"EN","Em Perigo"
"Sarcoramphus papa (Linnaeus, 1758)","161907","Sarcoramphus papa","Cathartidae",,,"V","Vulnerável"
"Neopelma aurifrons (Wied, 1831)","146714","Neopelma aurifrons","Pipridae",,,"V","Vulnerável"
"Phrynomedusa marginata","186453","Phrynomedusa marginata","Hylidae",,,"EN","Em Perigo"
"Petrocerus catiena","124615","Petrocerus catiena","Riodinidae",,,"EN","Em Perigo"
"Tinamus solitarius (Vieillot, 1819)","265270","Tinamus solitarius","Tinamidae",,,"CR","Criticamente em Perigo"
"Lichonycteris obscura Thomas, 1895",,,,,,"V","Vulnerável"
"Cycloramphus Fulginosus","264177","Cycloramphus","Cycloramphidae",,,"CR","Criticamente em Perigo"
"Glaucis dohrnii (Bourcier & Mulsant, 1852)","209970","Glaucis dohrnii","Trochilidae",,,"CR","Criticamente em Perigo"
"Thamnomanes caesius (Temminck, 1820)","168242","Thamnomanes caesius","Thamnophilidae",,,"CR","Criticamente em Perigo"
"Microcambeva barbata","237272","Microcambeva barbata","Trichomycteridae",,,"V","Vulnerável"
"Atta robusta","230433","Atta robusta","Formicidae",,,"V","Vulnerável"
"Eurytides iphitas","256370","Eurytides iphitas","Papilionidae",,,"CR","Criticamente em Perigo"
"Machaeropterus regulus (Hahn, 1819)","114347","Machaeropterus regulus","Pipridae",,,"V","Vulnerável"
"Attila spadiceus (Gmelin, 1789)","243531","Attila spadiceus","Tyrannidae",,,"V","Vulnerável"
"Acentronichthys leptos","112488","Acentronichthys leptos","Heptapteridae",,,"EN","Em Perigo"
"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)","234454","Pontoporia blainvillei","Pontoporiidae",,,"EN","Em Perigo"
"Laniocera hypopyrra (Vieillot, 1817)","266211","Laniocera hypopyrra","Tityridae",,,"CR","Criticamente em Perigo"
"Condylactis gigantea","149317","Condylactis gigantea","Actiniidae",,,"V","Vulnerável"
"Epinephelus itajara","167054","Epinephelus itajara","Serranidae",,,"EN","Em Perigo"
"Kannabateomys amblyonyx (Wagner, 1845)","215546","Kannabateomys amblyonyx","Echimyidae",,,"CR","Criticamente em Perigo"
"Mimus gilvus (Vieillot, 1808)","215684","Mimus gilvus","Mimidae",,,"EN","Em Perigo"
"Scyllarus ramosae",,,,,,"V","Vulnerável"
"Caretta caretta","139606","Caretta caretta","Cheloniidae",,,"V","Vulnerável"
"Cetorhinus maximus","231185","Cetorhinus maximus","Cetorhinidae",,,"V","Vulnerável"
"Hippocampus reidi","222445","Hippocampus reidi","Syngnathidae",,,"V","Vulnerável"
"Ciccaba huhula (Daudin, 1800)",,,,,,"V","Vulnerável"
"Lipaugus vociferans (Wied, 1820)","249577","Lipaugus vociferans","Cotingidae",,,"EN","Em Perigo"
"Platyrinchus leucoryphus Wied, 1831","115257","Platyrinchus leucoryphus","Platyrinchidae",,,"V","Vulnerável"
"Leopardus wiedii (Schinz, 1821)","131597","Leopardus wiedii","Felidae","Animalia",,"V","Vulnerável"
"Brycon ferox","246491","Brycon ferox","Bryconidae",,,"CR","Criticamente em Perigo"
"Coenoptychia boulleti",,,,,,"CR","Criticamente em Perigo"
"Lachesis muta","183326","Lachesis muta","Viperidae",,,"V","Vulnerável"
"Callithrix flaviceps (Thomas, 1903)","250890","Callithrix flaviceps","Callitrichidae",,,"EN","Em Perigo"
"Hyla ruschii",,,,,,"V","Vulnerável"
