"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status","statusSource"
"Leptolebias leitaoi (Cruz & Peixoto, 1991)",,,,"Animalia","Peixe-anual","CR","Criticamente em Perigo"
"Piriqueta asperifolia Arbo","297273","Piriqueta asperifolia","Turneraceae",,"Piriqueta asperifolia","VU","Vulnerável"
"Hirtella prancei Asprino & Amorim","360298","Hirtella prancei","Chrysobalanaceae",,"Hirtella prancei","EN","Em Perigo"
"Tibouchina tomentulosa Wurdack","339156","Tibouchina tomentulosa","Melastomataceae",,"Tibouchina tomentulosa","VU","Vulnerável"
"Koellensteinia spiralis Gomes-Ferreira & L.C.Menezes","344495","Koellensteinia spiralis","Orchidaceae",,"Koellensteinia spiralis","EN","Em Perigo"
"Ilex mucugensis Groppo","387862","Ilex mucugensis","Aquifoliaceae",,"Ilex mucugensis","EN","Em Perigo"
"Eriotheca dolichopoda A.Robyns","336430","Eriotheca dolichopoda","Malvaceae",,"Eriotheca dolichopoda","EN","Em Perigo"
"Xyris morii Kral & L.B.Sm.","298037","Xyris morii","Xyridaceae",,"Xyris morii","EN","Em Perigo"
"Enyalius erythroceneus Rodrigues, De Freitas, Santos Silva &Viña Bertolotto, 2006","229917","Enyalius erythroceneus","Leiosauridae",,,"EN","Em Perigo"
"Lippia bromleyana Moldenke","297646","Lippia bromleyana","Verbenaceae",,"Lippia bromleyana","EN","Em Perigo"
"Eugenia azuruensis O.Berg","293292","Eugenia azuruensis","Myrtaceae",,"Eugenia azuruensis","EN","Em Perigo"
"Giupponia chagasi Pérez & Cury, 2002","235208","Giupponia chagasi","Gonyleptidae",,"Opilião","EN","Em Perigo"
"Croton thomasii Riina & P.E. Berry","379971","Croton thomasii","Euphorbiaceae",,"Croton thomasii","VU","Vulnerável"
"Licania bahiensis Prance","287119","Licania bahiensis","Chrysobalanaceae",,"Licania bahiensis","VU","Vulnerável"
"Olyra bahiensis R.P. Oliveira & Longhi-Wagner","277237","Olyra bahiensis","Poaceae",,"Olyra bahiensis","CR","Criticamente em Perigo"
"Eschweilera tetrapetala S.A.Mori","334979","Eschweilera tetrapetala","Lecythidaceae",,"Eschweilera tetrapetala","EN","Em Perigo"
"Lutjanus cyanopterus (Cuvier, 1828)","267358","Lutjanus cyanopterus","Lutjanidae",,"Caranha","VU","Vulnerável"
"Vriesea exaltata Leme","286702","Vriesea exaltata","Bromeliaceae",,"Vriesea exaltata","VU","Vulnerável"
"Xyris phaeocephala Kral & Wand.","298048","Xyris phaeocephala","Xyridaceae",,"Xyris phaeocephala","EN","Em Perigo"
"Chusquea clemirae A.C. Mota, R.P. Oliveira & L.G. Clark","378522","Chusquea clemirae","Poaceae",,"Chusquea clemirae","CR","Criticamente em Perigo"
"Verbesina luetzelburgii Mattf.","286013","Verbesina luetzelburgii","Asteraceae",,"Verbesina luetzelburgii","EN","Em Perigo"
"Isurus oxyrinchus Rafinesque, 1810","196214","Isurus oxyrinchus","Lamnidae","Animalia","Tubarão-anequim","VU","Vulnerável"
"Merulaxis ater Lesson, 1830","244664","Merulaxis ater","Rhinocryptidae","Animalia","Entufado-baiano","RE","Regionalmente Extinto"
"Otophidium chickcharney Böhlke & Robins, 1959","219766","Otophidium chickcharney","Ophidiidae",,"Congro-dorminhoco","VU","Vulnerável"
"Dimerostemma episcopale (H.Rob.) H.Rob.","285143","Dimerostemma episcopale","Asteraceae",,"Dimerostemma episcopale","EN","Em Perigo"
"Sphyrna tudes (Valenciennes, 1822)","202289","Sphyrna tudes","Sphyrnidae","Animalia","Tubarão-martelo","CR","Criticamente em Perigo"
"Mikania santosii R.M.King & H.Rob.","325700","Mikania santosii","Asteraceae",,"Mikania santosii","VU","Vulnerável"
"Marlierea lealcostae G.M.Barroso & Peixoto","340948","Marlierea lealcostae","Myrtaceae",,"Marlierea lealcostae","CR","Criticamente em Perigo"
"Callicebus melanochir Wied-Neuwied, 1820","113811","Callicebus melanochir","Pitheciidae",,"Guigó","VU","Vulnerável"
"Campephilus robustus (Lichtenstein, 1818)","142751","Campephilus robustus","Picidae","Animalia","Pica-pau-rei","VU","Vulnerável"
"Heteropterys jardimii Amorim","335949","Heteropterys jardimii","Malpighiaceae",,"Heteropterys jardimii","EN","Em Perigo"
"Leposoma annectans Ruibal, 1952","266926","Leposoma annectans","Gymnophthalmidae",,,"VU","Vulnerável"
"Passiflora timboënsis T.S.Nunes & L.P.Queiroz","381878","Passiflora timböensis","Passifloraceae",,"Passiflora timböensis","CR","Criticamente em Perigo"
"Orthophytum rubrum L.B.Sm.","328377","Orthophytum rubrum","Bromeliaceae",,"Orthophytum rubrum","VU","Vulnerável"
"Hibiscus peterianus Gürke","292422","Hibiscus peterianus","Malvaceae",,"Hibiscus peterianus","EN","Em Perigo"
"Senecio harleyi D.J.N.Hind","285805","Senecio harleyi","Asteraceae",,"Senecio harleyi","VU","Vulnerável"
"Microlicia sincorensis (DC.) Mart.","292869","Microlicia sincorensis","Melastomataceae",,"Microlicia sincorensis","VU","Vulnerável"
"Crax blumenbachii Spix, 1825","187005","Crax blumenbachii","Cracidae","Animalia","Mutum-de-bico-vermelho","CR","Criticamente em Perigo"
"Balaenoptera physalus (Linnaeus, 1758)","171588","Balaenoptera physalus","Balaenopteridae","Animalia","Baleia-fin","EN","Em Perigo"
"Eugenia fissurata Mattos","340343","Eugenia fissurata","Myrtaceae",,"Eugenia fissurata","EN","Em Perigo"
"Mycteroperca interstitialis (Poey, 1860)","135336","Mycteroperca interstitialis","Serranidae","Animalia","Badejo-amarelo","VU","Vulnerável"
"Eretmochelys imbricata (Linnaeus, 1766)","171196","Eretmochelys imbricata","Cheloniidae","Animalia","Tartaruga-de-pente","CR","Criticamente em Perigo"
"Comanthera harleyi (Moldenke) L.R.Parra & Giul.","392442","Comanthera harleyi","Eriocaulaceae",,"Comanthera harleyi","VU","Vulnerável"
"Psidium ganevii Landrum & Funch","361468","Psidium ganevii","Myrtaceae",,"Psidium ganevii","VU","Vulnerável"
"Ipomoea ana-mariae L. V. Vasconcelos & Sim. Bianch.","349661","Ipomoea ana-mariae","Convolvulaceae",,"Ipomoea ana-mariae","EN","Em Perigo"
"Stilpnopappus semirianus R. Esteves","313409","Stilpnopappus semirianus","Asteraceae",,"Stilpnopappus semirianus","EN","Em Perigo"
"Gaya dentata Krapov.","309134","Gaya dentata","Malvaceae",,"Gaya dentata","EN","Em Perigo"
"Pavonia morii Krapov.","336755","Pavonia morii","Malvaceae",,"Pavonia morii","EN","Em Perigo"
"Eleocharis obpyriformis D.A. Simpson","288243","Eleocharis obpyriformis","Cyperaceae",,"Eleocharis obpyriformis","EN","Em Perigo"
"Alopias vulpinus (Bonnaterre, 1788)","117886","Alopias vulpinus","Alopiidae","Animalia","Tubarão-raposa","VU","Vulnerável"
"Banisteriopsis quadriglandula B.Gates","292079","Banisteriopsis quadriglandula","Malpighiaceae",,"Banisteriopsis quadriglandula","EN","Em Perigo"
"Myiothlypis rivularis (Wied, 1821)","226971","Myiothlypis rivularis","Parulidae","Animalia","Pula-pula-ribeirinho","VU","Vulnerável"
"Xyris picea Kral & Wand.","298052","Xyris picea","Xyridaceae",,"Xyris picea","EN","Em Perigo"
"Acrobatornis fonsecai Pacheco, Whitney & Gonzaga, 1996","263123","Acrobatornis fonsecai","Furnariidae",,"Acrobata","VU","Vulnerável"
"Charinus troglobius Baptista & Giupponi, 2003",,,,"Animalia","Aranha-chicote","CR","Criticamente em Perigo"
"Speothos venaticus Lund, 1842","253012","Speothos venaticus","Canidae","Animalia","Cachorro-vinagre","CR","Criticamente em Perigo"
"Inga pleiogyna T.D.Penn.","290874","Inga pleiogyna","Fabaceae",,"Inga pleiogyna","VU","Vulnerável"
"Aechmea andersonii H.Luther & Leme","326689","Aechmea andersonii","Bromeliaceae",,"Aechmea andersonii","VU","Vulnerável"
"Pagamea harleyi Steyerm.","279661","Pagamea harleyi","Rubiaceae",,"Pagamea harleyi","VU","Vulnerável"
"Physeterostemon fiaschii R.Goldenb. & Amorim",,,,,,"VU","Vulnerável"
"Anodorhynchus hyacinthinus (Latham, 1790)","175052","Anodorhynchus hyacinthinus","Psittacidae","Animalia","Arara-azul-grande","EN","Em Perigo"
"Mycteroperca bonaci (Poey, 1860)","198271","Mycteroperca bonaci","Serranidae",,"Sirigado","VU","Vulnerável"
"Symplocos rhamnifolia A.DC.","297232","Symplocos rhamnifolia","Symplocaceae",,"Symplocos rhamnifolia","EN","Em Perigo"
"Mezilaurus revolutifolia F.M.Alves & P.L.R.Moraes","304556","Mezilaurus revolutifolia","Lauraceae",,"Mezilaurus revolutifolia","VU","Vulnerável"
"Dichorisandra leucophthalmos Hook.","330205","Dichorisandra leucophthalmos","Commelinaceae",,"Dichorisandra leucophthalmos","VU","Vulnerável"
"Hypsolebias fulminantis (Costa & Brasil, 1993)","189397","Hypsolebias fulminantis","Rivulidae","Animalia","Peixe-anual","CR","Criticamente em Perigo"
"Duguetia magnolioidea Maas","375443","Duguetia magnolioidea","Annonaceae",,"Duguetia magnolioidea","EN","Em Perigo"
"Psilodon xerophillicum Martínez & Reyes- Castillo, 1985","273101","Psilodon xerophylicum","Lucanidae",,,"VU","Vulnerável"
"Mandevilla eximia (Hemsl.) Woodson","283979","Mandevilla eximia","Apocynaceae",,"Mandevilla eximia","EN","Em Perigo"
"Stachytarpheta arenaria S.Atkins","297727","Stachytarpheta arenaria","Verbenaceae",,"Stachytarpheta arenaria","VU","Vulnerável"
"Diplusodon argyrophyllus T.B.Cavalc.","291959","Diplusodon argyrophyllus","Lythraceae",,"Diplusodon argyrophyllus","CR","Criticamente em Perigo"
"Spigelia kuhlmannii E.F.Guim. & Fontella","291801","Spigelia kuhlmannii","Loganiaceae",,"Spigelia kuhlmannii","EN","Em Perigo"
"Phyllanthus gongyloides Cordeiro & Carn.-Torres","365509","Phyllanthus gongyloides","Phyllanthaceae",,"Phyllanthus gongyloides","EN","Em Perigo"
"Adamantinia miltonioides van den Berg & C.N.Gonç.","309538","Adamantinia miltonioides","Orchidaceae",,"Adamantinia miltonioides","CR","Criticamente em Perigo"
"Myrmecophaga tridactyla Linnaeus, 1758","127145","Myrmecophaga tridactyla","Myrmecophagidae","Animalia","Tamanduá-bandeira","VU","Vulnerável"
"Verbesina baccharifolia Mattf.","286000","Verbesina baccharifolia","Asteraceae",,"Verbesina baccharifolia","EN","Em Perigo"
"Piresia palmula M.L.S. Carvalho & R.P. Oliveira","383890","Piresia palmula","Poaceae",,"Piresia palmula","CR","Criticamente em Perigo"
"Pavonia semiserrata (Schrad.) Steud.","336787","Pavonia semiserrata","Malvaceae",,"Pavonia semiserrata","CR","Criticamente em Perigo"
"Aechmea ramusculosa Leme","327027","Aechmea ramusculosa","Bromeliaceae",,"Aechmea ramusculosa","VU","Vulnerável"
"Oxyrhopus formosus (Wied, 1820)","116800","Oxyrhopus formosus","Dipsadidae","Animalia","Coral","EN","Em Perigo"
"Vriesea maculosa Mez","314143","Vriesea maculosa","Bromeliaceae",,"Vriesea maculosa","CR","Criticamente em Perigo"
"Calyptommatus nicterus Rodrigues, 1991","204156","Calyptommatus nicterus","Gymnophthalmidae",,,"EN","Em Perigo"
"Ameivula cyanura (Arias, Carvalho, Rodrigues & Zaher, 2011)","194314","Ameivula cyanura","Teiidae",,,"EN","Em Perigo"
"Rhamdiopsis sp.",,,,"Animalia","Bagrinho-cego","VU","Vulnerável"
"Erythroxylum longisetulosum Loiola & M.F.Sales","337814","Erythroxylum longisetulosum","Erythroxylaceae",,"Erythroxylum longisetulosum","VU","Vulnerável"
"Myrcia pseudovenulosa Stadnik & Sobral",,,,,,"EN","Em Perigo"
"Piriqueta nanuzae Arbo","297338","Piriqueta nanuzae","Turneraceae",,"Piriqueta nanuzae","EN","Em Perigo"
"Dichorisandra bahiensis Aona & M.C.E. Amaral","346896","Dichorisandra bahiensis","Commelinaceae",,"Dichorisandra bahiensis","EN","Em Perigo"
"Inga grazielae (Vinha) T.D.Penn.","290955","Inga grazielae","Fabaceae",,"Inga grazielae","VU","Vulnerável"
"Calliandra debilis Renvoize","290570","Calliandra debilis","Fabaceae",,"Calliandra debilis","EN","Em Perigo"
"Chusquea mirabilis A.C. Mota, R.P. Oliveira & L.G. Clark","378537","Chusquea mirabilis","Poaceae",,"Chusquea mirabilis","EN","Em Perigo"
"Eugenia indistincta Sobral & Stadnik",,,,,,"EN","Em Perigo"
"Phibalura flavirostris Vieillot, 1816","249579","Phibalura flavirostris","Cotingidae","Animalia","Tesourinha-da-mata","EN","Em Perigo"
"Lymania globosa Leme","327843","Lymania globosa","Bromeliaceae",,"Lymania globosa","EN","Em Perigo"
"Cercomacra brasiliana Flellmayr, 1905","230910","Cercomacra brasiliana","Thamnophilidae","Animalia","Chororô-cinzento","EN","Em Perigo"
"Connarus portosegurensis Forero","330261","Connarus portosegurensis","Connaraceae",,"Connarus portosegurensis","VU","Vulnerável"
"Byttneria cristobaliana Dorr","297175","Byttneria cristobaliana","Malvaceae",,"Byttneria cristobaliana","EN","Em Perigo"
"Odontophorus capueira (Spix, 1825)","246437","Odontophorus capueira","Odontophoridae","Animalia","Uru","EN","Em Perigo"
"Microstachys revoluta (Ule) Esser","308773","Microstachys revoluta","Euphorbiaceae",,"Microstachys revoluta","EN","Em Perigo"
"Coscinasterias tenuispina (Lamarck, 1816)","200189","Coscinasterias tenuispina","Asteriidae","Animalia","Estrela-do-mar","VU","Vulnerável"
"Duguetia scottmorii Maas","375513","Duguetia scottmorii","Annonaceae",,"Duguetia scottmorii","CR","Criticamente em Perigo"
"Calyptommatus sinebrachiatus Rodrigues, 1991","273113","Calyptommatus sinebrachiatus","Gymnophthalmidae",,,"VU","Vulnerável"
"Pavonia crispa Krapov.","336666","Pavonia crispa","Malvaceae",,"Pavonia crispa","CR","Criticamente em Perigo"
"Pavonia paucidentata Fryxell","371132","Pavonia paucidentata","Malvaceae",,"Pavonia paucidentata","CR","Criticamente em Perigo"
"Ophthalmolebias perpendiculares Costa, Nielsen & de Luca 2001",,,,,,"CR","Criticamente em Perigo"
"Microlicia plumosa Woodgyer & Zappi","329982","Microlicia plumosa","Melastomataceae",,"Microlicia plumosa","VU","Vulnerável"
"Colicodendron martianum Cornejo","378663","Colicodendron martianum","Capparaceae",,"Colicodendron martianum","CR","Criticamente em Perigo"
"Schultesia irwiniana E.F.Guim. & Fontella","320139","Schultesia irwiniana","Gentianaceae",,"Schultesia irwiniana","CR","Criticamente em Perigo"
"Ischnocnema verrucosa (Reinhardt & Lütken, 1862)","206729","Ischnocnema verrucosa","Brachycephalidae",,,"EN","Em Perigo"
"Mandevilla hatschbachii M.F.Sales et al.","283982","Mandevilla hatschbachii","Apocynaceae",,"Mandevilla hatschbachii","CR","Criticamente em Perigo"
"Xyris membranibracteata Kral & L.B.Sm.","310261","Xyris membranibracteata","Xyridaceae",,"Xyris membranibracteata","VU","Vulnerável"
"Vriesea pseudoligantha Philcox","286718","Vriesea pseudoligantha","Bromeliaceae",,"Vriesea pseudoligantha","VU","Vulnerável"
"Gomphrena hatschbachiana Pedersen","307665","Gomphrena hatschbachiana","Amaranthaceae",,"Gomphrena hatschbachiana","EN","Em Perigo"
"Emmotum harleyi R.Duno","332686","Emmotum harleyi","Metteniusaceae",,"Emmotum harleyi","VU","Vulnerável"
"Iridopelma katiae Bertani, 2012",,,,,"Caranguejeira","EN","Em Perigo"
"Acritopappus catolesensis D.J.N.Hind & Bautista","284667","Acritopappus catolesensis","Asteraceae",,"Acritopappus catolesensis","VU","Vulnerável"
"Callicebus coimbrai Kobayashi & Langguth, 1999","113833","Callicebus coimbrai","Pitheciidae",,"Guigó","EN","Em Perigo"
"Sphaenorhynchus bromelicola Bokermann, 1966","155488","Sphaenorhynchus bromelicola","Hylidae",,,"CR","Criticamente em Perigo"
"Polystictus superciliaris (Wied, 1831)","116498","Polystictus superciliaris","Tyrannidae","Animalia","Papa-moscas-de-costas- cinzentas","VU","Vulnerável"
"Lymania brachycaulis (E.Morren ex Baker) L.F.Sousa","327837","Lymania brachycaulis","Bromeliaceae",,"Lymania brachycaulis","EN","Em Perigo"
"Heteropterys bullata Amorim","335908","Heteropterys bullata","Malpighiaceae",,"Heteropterys bullata","EN","Em Perigo"
"Aphelandra phrynioides Lindau","369032","Aphelandra phrynioides","Acanthaceae",,"Aphelandra phrynioides","VU","Vulnerável"
"Panthera onca (Linnaeus, 1758)","257864","Panthera onca","Felidae","Animalia","Onça-pintada","CR","Criticamente em Perigo"
"Chamaecrista punctulifera (Harms) H.S.Irwin & Barneby","314901","Chamaecrista punctulifera","Fabaceae",,"Chamaecrista punctulifera","VU","Vulnerável"
"Salzmannia arborea J.G. Jardim","393703","Salzmannia arborea","Rubiaceae",,"Salzmannia arborea","VU","Vulnerável"
"Leposoma nanodactylus Rodrigues, 1997","204599","Leposoma nanodactylus","Gymnophthalmidae",,,"EN","Em Perigo"
"Laniocera hypopyrra (Vieillot, 1817)","266211","Laniocera hypopyrra","Tityridae",,"Chorona-cinza","VU","Vulnerável"
"Neomarica unca (Ravenna) A.Gil","338801","Neomarica unca","Iridaceae",,"Neomarica unca","EN","Em Perigo"
"Araeococcus montanus Leme","327146","Araeococcus montanus","Bromeliaceae",,"Araeococcus montanus","EN","Em Perigo"
"Marcetia bahiana (Ule) A.B.Martins","292684","Marcetia bahiana","Melastomataceae",,"Marcetia bahiana","EN","Em Perigo"
"Pteroglossus bailloni (Vieillot, 1819)","115548","Pteroglossus bailloni","Ramphastidae","Animalia","Araçari-banana","VU","Vulnerável"
"Licania santosii Prance","287239","Licania santosii","Chrysobalanaceae",,"Licania santosii","EN","Em Perigo"
"Eriotheca bahiensis M.C.Duarte & G.L. Esteves","378568","Eriotheca bahiensis","Malvaceae",,"Eriotheca bahiensis","EN","Em Perigo"
"Aechmea canaliculata Leme & H.Luther","326742","Aechmea canaliculata","Bromeliaceae",,"Aechmea canaliculata","VU","Vulnerável"
"Cassis tuberosa (Linnaeus, 1758)","224266","Cassis tuberosa","Cassidae","Animalia","Búzio","VU","Vulnerável"
"Portea grandiflora Philcox","328467","Portea grandiflora","Bromeliaceae",,"Portea grandiflora","VU","Vulnerável"
