"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Myrcia guarujana Sobral, Magenta & Caliari","363434","Myrcia guarujana","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Stevia riedelii Schultz-Bip. ex Baker","380000","Stevia riedelli","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Xanthosoma syngoniifolium Rusby","311205","Xanthosoma syngoniifolium","Araceae",,"Araceae","EW","EW","2016"
"Evolvulus cressoides Mart.","330397","Evolvulus cressoides","Convolvulaceae",,"Convolvulaceae","EN","Em Perigo","2016"
"Habenaria armata Rchb.f.","344115","Habenaria armata","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Panicum peladoense Henrard","277320","Panicum peladoense","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Esenbeckia pilocarpoides Kunth","365559","Esenbeckia pilocarpoides","Rutaceae",,"Rutaceae","EN","Em Perigo","2016"
"Viola subdimidiata A.St.-Hil.","283169","Viola subdimidiata","Violaceae",,"Violaceae","EN","Em Perigo","2016"
"Sinningia micans (Fritsch) Chautems","333189","Sinningia micans","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo","2016"
"Cheilolejeunea aneogyna (Spruce) A. Evans","282946","Cheilolejeunea aneogyna","Lejeuneaceae",,"Lejeuneaceae","EX","Extinta","2016"
"Leptodontium stellatifolium (Hampe) Broth.","362353","Leptodontium stellatifolium","Pottiaceae",,"Pottiaceae","VU","Vulnerável","2016"
"Piper scabrellum Yuncker","275519","Piper scabrellum","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Alstroemeria foliosa Mart.ex Schult & Schult. f.","369546","Alstroemeria foliosa","Alstroemeriaceae",,"Alstroemeriaceae","EN","Em Perigo","2016"
"Paspalum exaltatum J.Presl","372251","Paspalum exaltatum","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Trichocentrum albococcineum Lindl. Belg.","365051","Trichocentrum albococcineum","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Sinningia glazioviana (Fritsch) Chautems","333131","Sinningia glazioviana","Gesneriaceae",,"Gesneriaceae","CR","Criticamente em Perigo","2016"
"Oxypetalum regnellii (Malme) Malme","323836","Oxypetalum regnellii","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2016"
"Nectandra barbellata Coe-Teix.","334603","Nectandra barbellata","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Myrcia eriocalyx DC.","341208","Myrcia eriocalyx","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Cayaponia pedata Cogn.","315789","Cayaponia pedata","Cucurbitaceae",,"Cucurbitaceae","EX","Extinta","2016"
"Stomatanthes dictyophyllus (DC.) H.Rob.","313418","Stomatanthes dictyophyllus","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Bertolonia angustifolia Cogn.","337493","Bertolonia angustifolia","Melastomataceae",,"Melastomataceae","EX","Extinta","2016"
"Eragrostis neesii Trin.","276724","Eragrostis neesii","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Cattleya purpurata (Lindl. & Paxton) Van den Berg","393738","Cattleya purpurata","Orchidaceae",,"Orchidaceae","EW","EW","2016"
"Paspalum erianthoides Lindm.","277509","Paspalum erianthoides","Poaceae",,"Poaceae","EX","Extinta","2016"
"Urospatha edwallii Engl.","352988","Urospatha edwallii","Araceae",,"Araceae","EX","Extinta","2016"
"Podostemum distichum (Cham.) Wedd.","278205","Podostemum distichum","Podostemaceae",,"Podostemaceae","VU","Vulnerável","2016"
"Myrceugenia franciscensis (O.Berg) Landrum","341059","Myrceugenia franciscensis","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Xanthosoma riedelianum (Schott) Schott","311199","Xanthosoma riedelianum","Araceae",,"Araceae","EX","Extinta","2016"
"Bifrenaria racemosa (Hook.) Lindl.","342803","Bifrenaria racemosa","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Tillandsia polystachia (L.) L.","328662","Tillandsia polystachia","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Vriesea lubbersii (Baker) E.Morren ex Mez","328978","Vriesea lubbersii","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Anomobryum conicum (Hornsch.) Broth.","359868","Anomobryum conicum","Bryaceae",,"Bryaceae","VU","Vulnerável","2016"
"Nematanthus crassifolius (Schott) Wiehler","332953","Nematanthus crassifolius","Gesneriaceae",,"Gesneriaceae","VU","Vulnerável","2016"
"Schizachyrium scabriflorum (Rupr. ex Hack.) A. Camus","277894","Schizachyrium scabriflorum","Poaceae",,"Poaceae","EX","Extinta","2016"
"Manettia tweedieana K.Schum.","279581","Manettia tweedieana","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Barbacenia gounelleana Beauverd","368630","Barbacenia gounelleana","Velloziaceae",,"Velloziaceae","EN","Em Perigo","2016"
"Lobelia xalapensis Kunth","286837","Lobelia xalapensis","Campanulaceae",,"Campanulaceae","EX","Extinta","2016"
"Aspidosperma riedelii Müll.Arg.","370004","Aspidosperma riedelii","Apocynaceae",,"Apocynaceae","EN","Em Perigo","2016"
"Aiouea piauhyensis (Meisn.) Mez","290174","Aiouea piauhyensis","Lauraceae",,"Lauraceae","EX","Extinta","2016"
"Bertolonia leuzeana (Bonpl.) DC.","337508","Bertolonia leuzeana","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Hyptis lavandulacea Pohl ex Benth.","320600","Hyptis lavandulacea","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Peperomia diaphanoides Dahlst.","274840","Peperomia diaphanoides","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Schoenobryum rubricaule (Mitt.) Manuel","360343","Schoenobryum rubricaule","Cryphaeaceae",,"Cryphaeaceae","EX","Extinta","2016"
"Stenandrium mandioccanum Nees","369430","Stenandrium mandioccanum","Acanthaceae",,"Acanthaceae","VU","Vulnerável","2016"
"Triuris hyalina (Miers) F.Muell","376590","Triuris hyalina","Triuridaceae",,"Triuridaceae","EX","Extinta","2016"
"Hyptis lobata A.St.-Hil. ex Benth.","360015","Hyptis lobata","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Vriesea pauperrima E.Pereira","329054","Vriesea pauperrima","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Miconia serrulata (DC.) Naudin","338531","Miconia serrulata","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Widgrenia corymbosa Malme","324078","Widgrenia corymbosa","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Gymnopogon burchellii (Munro ex Döll) Ekman","276863","Gymnopogon burchellii","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Psychotria tenuifolia Sw.","296321","Psychotria tenuifolia","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Valeriana reitziana Borsini","282701","Valeriana reitziana","Caprifoliaceae",,"Caprifoliaceae","VU","Vulnerável","2016"
"Pachira calophylla (K.Schum.) Fern. Alonso","340675","Pachira calophylla","Malvaceae",,"Malvaceae","VU","Vulnerável","2016"
"Cattleya harrisoniana Batem. ex Lindl.","343194","Cattleya harrisoniana","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Alseis involuta K. Schum.","278628","Alseis involuta","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Limnocharis laforestii Duchass","352508","Limnocharis laforestii","Alismataceae",,"Alismataceae","VU","Vulnerável","2016"
"Eugenia bahiensis DC.","340214","Eugenia bahiensis","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Pterolepis perpusilla (Naudin) Cogn.","309306","Pterolepis perpusilla","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Diandrolyra tatianae Soderstr. & Zuloaga","276531","Diandrolyra tatianae","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Hydrocotyle pusilla A. Rich.","324797","Hydrocotyle pusilla","Araliaceae",,"Araliaceae","EX","Extinta","2016"
"Goeppertia aemula (Körn.) Borchs. & S.Suárez","383406","Goeppertia aemula","Marantaceae",,"Marantaceae","VU","Vulnerável","2016"
"Byttneria scabra L.","336374","Byttneria scabra","Malvaceae",,"Malvaceae","VU","Vulnerável","2016"
"Nectandra cissiflora Nees","334605","Nectandra cissiflora","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Arundinella deppeana Nees ex Steud.","337566","Arundinella deppeana","Poaceae",,"Poaceae","EX","Extinta","2016"
"Mandevilla sellowii (Müll.Arg.) Woodson","323456","Mandevilla sellowii","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Campuloclinium parvulum (Glaziou ex B.L.Rob.) R.M.King & H.Rob.","377968","Campuloclinium parvulum","Asteraceae",,"Asteraceae","VU","Vulnerável","2016"
"Acicarpha tribuloides Juss.","327538","Acicarpha tribuloides","Calyceraceae",,"Calyceraceae","EX","Extinta","2016"
"Habenaria brachyplectron Hoehne & Schltr.","344337","Habenaria brachyplectron","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Epidendrum ecostatum Pabst","343788","Epidendrum ecostatum","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Cyrtopodium triste Rchb.f. & Warm.","347540","Cyrtopodium triste","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Dioscorea plantaginifolia R.Knuth","331625","Dioscorea plantaginifolia","Dioscoreaceae",,"Dioscoreaceae","VU","Vulnerável","2016"
"Campomanesia aurea O.Berg","340098","Campomanesia aurea","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Aspilia floribunda Baker","311788","Aspilia floribunda","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Galium diphyllum (K.Schum.) Dempster","279325","Galium diphyllum","Rubiaceae",,"Rubiaceae","EX","Extinta","2016"
"Thryallis brachystachys Lindley","336212","Thryallis brachystachys","Malpighiaceae",,"Malpighiaceae","EX","Extinta","2016"
"Oxypetalum ekblomii Malme","311647","Oxypetalum ekblomii","Apocynaceae",,"Apocynaceae","EN","Em Perigo","2016"
"Wedelia puberula DC.","313690","Wedelia puberula","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Salvia campos-portoi Brade","334273","Salvia campos-portoi","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Adiantum mynsseniae J.Prado","349562","Adiantum mynsseniae","Pteridaceae","Animalia","Pteridaceae","EN","Em Perigo","2016"
"Aechmea gamossepala Wittm.","326853","Aechmea gamosepala","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Callitriche terrestris Raf.","315593","Callitriche terrestris","Plantaginaceae",,"Plantaginaceae","EX","Extinta","2016"
"Galium humile Cham. & Schltdl.","279344","Galium humile","Rubiaceae",,"Rubiaceae","EX","Extinta","2016"
"Octomeria palmyrabellae Barb.Rodr.","347921","Octomeria palmyrabellae","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Bromelia interior L.B.Sm.","286502","Bromelia interior","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Psychotria microcarpa Müll.Arg.","279870","Psychotria microcarpa","Rubiaceae",,"Rubiaceae","EX","Extinta","2016"
"Saundersia mirabilis Rchb.f.","348153","Saundersia mirabilis","Orchidaceae",,"Orchidaceae","EN","Em Perigo","2016"
"Rudgea corymbulosa Benth.","280055","Rudgea corymbulosa","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Verbesina polyanthes Toledo","313481","Verbesina polyanthes","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Xyris stenophylla L.A.Nilsson","369395","Xyris stenophylla","Xyridaceae",,"Xyridaceae","EX","Extinta","2016"
"Stevia leptophylla Sch.Bip. ex Baker","313381","Stevia leptophylla","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Leandra quinquenodis (DC.) Cogn.","338046","Leandra quinquenodis","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Vismia martiana Reichardt","333466","Vismia martiana","Hypericaceae",,"Hypericaceae","EN","Em Perigo","2016"
"Senecio langei Malme","391108","Senecio langei","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Cattleya velutina Rchb.f.","343223","Cattleya velutina","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Cheilanthes regnelliana Mett.","349721","Cheilanthes regnelliana","Pteridaceae","Animalia","Pteridaceae","EN","Em Perigo","2016"
"Euterpe edulis Mart.","284430","Euterpe edulis","Arecaceae",,"Arecaceae","VU","Vulnerável","2016"
"Schultesia aptera Cham.","320172","Schultesia aptera","Gentianaceae",,"Gentianaceae","CR","Criticamente em Perigo","2016"
"Mandevilla venulosa (Müll.Arg.) Woodson","323474","Mandevilla venulosa","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2016"
"Dyckia minarum Mez","327660","Dyckia minarum","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Poa bradei Pilg.","277758","Poa bradei","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Cheilolejeunea lineata (Lehm. & Lindenb.) Steph.","364322","Cheilolejeunea lineata","Lejeuneaceae",,"Lejeuneaceae","EX","Extinta","2016"
"Oxypetalum confusum Malme","323697","Oxypetalum confusum","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Polygala tamariscea Mart. ex A.W.Benn.","349232","Polygala tamariscea","Polygalaceae",,"Polygalaceae","EX","Extinta","2016"
"Annona ubatubensis (Maas & Westra) H.Rainer","375256","Annona ubatubensis","Annonaceae",,"Annonaceae","EN","Em Perigo","2016"
"Cayaponia bonariensis (Mill.) Mart.Crov.","387950","Cayaponia bonariensis","Cucurbitaceae",,"Cucurbitaceae","EX","Extinta","2016"
"Utricularia nigrescens Sylvén","335068","Utricularia nigrescens","Lentibulariaceae",,"Lentibulariaceae","EN","Em Perigo","2016"
"Timmiella barbuloides (Brid.) Mönk.","362449","Timmiella barbuloides","Pottiaceae",,"Pottiaceae","EX","Extinta","2016"
"Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult. f. var. divergentiflora (Pohl ex DC.) Kirk.","349541","Declieuxia cordigera var. divergentiflora","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral","372273","Plinia pseudodichasiantha","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Olyra fasciculata Trin.","277242","Olyra fasciculata","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Siphoneugena kuhlmannii Mattos","341885","Siphoneugena kuhlmannii","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Andropogon hypogynus Hack.","275861","Andropogon hypogynus","Poaceae",,"Poaceae","VU","Vulnerável","2016"
"Ctenium brevispicatum J.G.Sm.","276476","Ctenium brevispicatum","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Scuticaria itirapinensis Pabst","348163","Scuticaria itirapinensis","Orchidaceae",,"Orchidaceae","CR","Criticamente em Perigo","2016"
"Piper amparoense Yuncker","275166","Piper amparoense","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Luziola bahiensis (Steud.) Hitchc.","277065","Luziola bahiensis","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Tillandsia recurvifolia Hook.","328674","Tillandsia recurvifolia","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Gomesa pectoralis (Lindl.) M.W.Chase & N.H.Williams","385174","Gomesa pectoralis","Orchidaceae",,"Orchidaceae","CR","Criticamente em Perigo","2016"
"Molendoa sendtneriana (Bruch & Schimp.) Limpr.","362384","Molendoa sendtneriana","Pottiaceae",,"Pottiaceae","VU","Vulnerável","2016"
"Agarista pulchra G.Don","331800","Agarista pulchra","Ericaceae",,"Ericaceae","EN","Em Perigo","2016"
"Peperomia hydrocotyloides Miq.","274898","Peperomia hydrocotyloides","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Gouania ulmifolia Hook. & Arn.","349357","Gouania ulmifolia","Rhamnaceae",,"Rhamnaceae","EX","Extinta","2016"
"Abutilon nigricans G.L.Esteves & Krapov.","336268","Abutilon nigricans","Malvaceae",,"Malvaceae","CR","Criticamente em Perigo","2016"
"Pabstiella carinifera (Barb.Rodr.) Luer","322771","Pabstiella carinifera","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Hypericum piriai Arechav.","333427","Hypericum piriai","Hypericaceae",,"Hypericaceae","EX","Extinta","2016"
"Vriesea regnellii Mez","329114","Vriesea regnellii","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Calyptranthes fusiformis M.L.Kawas.","340015","Calyptranthes fusiformis","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Nidularium bocainense Leme","328198","Nidularium bocainense","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Croton serratifolius Baill.","358370","Croton serratifolius","Euphorbiaceae",,"Euphorbiaceae","CR","Criticamente em Perigo","2016"
"Vismia martiana Reichardt","333466","Vismia martiana","Hypericaceae",,"Hypericaceae","CR","Criticamente em Perigo","2016"
"Octomeria hoehnei Schltr.","363645","Octomeria hoehnei","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Thuidium urceolatum Lorentz","363343","Thuidium urceolatum","Thuidiaceae",,"Thuidiaceae","VU","Vulnerável","2016"
"Wittrockia gigantea (Baker) Leme","329231","Wittrockia gigantea","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Chromolaena rhinanthacea (DC.) R.M.King & H.Rob.","388900","Chromolaena rhinanthacea","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Bertolonia paranaensis (Wurdack) Baumgratz","337523","Bertolonia paranaensis","Melastomataceae",,"Melastomataceae","EX","Extinta","2016"
"Colanthelia cingulata (McClure & L.B.Sm.) McClure","276440","Colanthelia cingulata","Poaceae",,"Poaceae","VU","Vulnerável","2016"
"Hyptis alpestris A.St.-Hil. ex Benth.","320512","Hyptis alpestris","Lamiaceae",,"Lamiaceae","EN","Em Perigo","2016"
"Macradenia multiflora R.Br. Cogn.","344609","Macradenia multiflora","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Paspalum plenum Chase","348895","Paspalum plenum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Licania indurata Pilg.","355040","Licania indurata","Chrysobalanaceae",,"Chrysobalanaceae","EX","Extinta","2016"
"Faramea monantha Müll.Arg.","279138","Faramea monantha","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Alstroemeria apertiflora Baker","369533","Alstroemeria apertiflora","Alstroemeriaceae",,"Alstroemeriaceae","EN","Em Perigo","2016"
"Campuloclinium riedelii (Baker) R.M.King & H.Rob.","312016","Campuloclinium riedelii","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Miconia robustissima Cogn.","338517","Miconia robustissima","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Utricularia olivacea C.Wright ex Griseb.","335072","Utricularia olivacea","Lentibulariaceae",,"Lentibulariaceae","VU","Vulnerável","2016"
"Piper hoehnei Yuncker","275335","Piper hoehnei","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Beilschmiedia fluminensis Kosterm.","334489","Beilschmiedia fluminensis","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Podostemum ovatum C.T.Philbrick & Novelo","278215","Podostemum ovatum","Podostemaceae",,"Podostemaceae","EN","Em Perigo","2016"
"Eugenia hermesiana Mattos","340387","Eugenia hermesiana","Myrtaceae",,"Myrtaceae","CR","Criticamente em Perigo","2016"
"Frullania griffithsiana Gottsche","363837","Frullania griffithsiana","Frullaniaceae",,"Frullaniaceae","EX","Extinta","2016"
"Xyris brevifolia Michx.","369250","Xyris brevifolia","Xyridaceae",,"Xyridaceae","VU","Vulnerável","2016"
"Huberia nettoana Brade","337697","Huberia nettoana","Melastomataceae",,"Melastomataceae","EX","Extinta","2016"
"Tetrapterys microphylla (A. Juss.) Nied.","309082","Tetrapterys microphylla","Malpighiaceae",,"Malpighiaceae","VU","Vulnerável","2016"
"Dioscorea mantiqueirensis R.Knuth","331589","Dioscorea mantiqueirensis","Dioscoreaceae",,"Dioscoreaceae","EX","Extinta","2016"
"Strychnos gardneri A.DC.","335306","Strychnos gardneri","Loganiaceae",,"Loganiaceae","EX","Extinta","2016"
"Habenaria santensis Barb.Rodr.","362995","Habenaria santensis","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Escallonia chlorophylla Cham. & Schltdl.","332595","Escallonia chlorophylla","Escalloniaceae",,"Escalloniaceae","CR","Criticamente em Perigo","2016"
"Sinningia magnifica (Otto & A.Dietr.) Wiehler","333183","Sinningia magnifica","Gesneriaceae",,"Gesneriaceae","VU","Vulnerável","2016"
"Calyptranthes brasiliensis Spreng.","339988","Calyptranthes brasiliensis","Myrtaceae",,"Myrtaceae","EX","Extinta","2016"
"Eugenia handroi (Mattos) Mattos","340386","Eugenia handroi","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Lavoisiera serrulata Cogn.","388091","Lavoisiera serrulata","Melastomataceae",,"Melastomataceae","EX","Extinta","2016"
"Piper lanceolatum Ruiz & Pav.","275382","Piper lanceolatum","Piperaceae",,"Piperaceae","EN","Em Perigo","2016"
"Merostachys fistulosa Döll","277126","Merostachys fistulosa","Poaceae",,"Poaceae","VU","Vulnerável","2016"
