"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"PTERIDACEAE";"Cheilanthes incisa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Cheilanthes juergensii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Cheilanthes regnelliana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris itatiaiensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris paradoxa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris quinquelobata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris rediviva";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris rosenstockii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris rufa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris subsimplex";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris tijucana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Doryopteris trilobata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Jamesonia biardii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Jamesonia brasiliensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Jamesonia cheilanthoides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Jamesonia insignis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Jamesonia rufescens";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Pellaea cymbiformis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Pellaea gleichenioides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Pteris congesta";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"PTERIDACEAE";"Pteris limae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"QUILLAJACEAE";"Quillaja brasiliensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Colletia exserta";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Colletia paradoxa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Condalia buxifolia";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Discaria americana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Gouania corylifolia";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Gouania inornata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Rhamnidium glabrum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RHAMNACEAE";"Scutia arenicola";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RICCIACEAE";"Riccia ridleyi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Alseis involuta";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Bradea anomala";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Bradea bicornuta";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Bradea montana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Carapichea ipecacuanha";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Chomelia modesta";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Coussarea bocainae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Erithalis insularis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Faramea bahiensis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Faramea paratiensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galianthe elegans";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galianthe souzae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galianthe vaginata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galium diphyllum";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galium rubidiflorum";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Galium shepherdii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Guettarda paludosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Hindsia glabra";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Hindsia ibitipocensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Manettia campanulacea";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Manettia pauciflora";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Melanopsidium nigrum";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Mitracarpus anthospermoides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Mitracarpus eritrichoides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Mitracarpus rigidifolius";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Pagamea harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Palicourea fulgens";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Psychotria loefgrenii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Psychotria microcarpa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Psychotria paludosa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Richardia schumannii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Riodocea pulcherrima";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea coronata subsp. saint-hilairei";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea corymbulosa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea crassifolia";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea erythrocarpa";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea insignis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea jasminoides subsp. nervosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea macrophylla";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea pachyphylla";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea parquioides subsp. caprifolium";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea parquioides subsp. hirsutissima";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea parvifolia";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea sessilis subsp. cipoana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rudgea umbrosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Rustia angustifolia";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Simira grazielae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Simira hatschbachiorum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Staelia hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUBIACEAE";"Standleya kuhlmanni";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Almeidea coerulea";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Andreadoxa flava";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Conchocarpus bellus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Conchocarpus cauliflorus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Conchocarpus marginatus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Esenbeckia irwiniana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Euxylophora paraensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Galipea carinata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Metrodorea maracasana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Nycticalanthus speciosus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Pilocarpus alatus";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Pilocarpus jaborandi";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Pilocarpus microphyllus";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Pilocarpus trachylophus";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"RUTACEAE";"Raulinoa echinata";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SALICACEAE";"Abatia angeliana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SALICACEAE";"Casearia paranaensis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SANTALACEAE";"Acanthosyris paulo-alvinii";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Cupania concolor";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Cupania furfuracea";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Melicoccus espiritosantensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Serjania divaricocca";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Serjania hatschbachii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Talisia subalbens";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPINDACEAE";"Urvillea glabra";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Chrysophyllum imperiale";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Chrysophyllum januariense";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Manilkara dardanoi";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Manilkara decrescens";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Manilkara maxima";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Manilkara multifida";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Micropholis emarginata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Micropholis splendens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria bapeba";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria bullata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria butyrocarpa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria coelomatica";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria decussata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria furcata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria macahensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria multiflora";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria oxypetala";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria pachycalyx";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria petiolata";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria vernicosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pouteria virescens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pradosia granulosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pradosia kuhlmannii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pradosia subverticillata";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Pradosia verticillata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SAPOTACEAE";"Sarcaulus vestitus";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"Scrophulariaceae";"Buddleja speciosissima";NA;"NE";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SELAGINELLACEAE";"Selaginella mendoncae";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Castela tweedii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Simaba glabra";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Simaba insignis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Simaba salubris";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Simaba suaveolens";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SIMAROUBACEAE";"Simaba warmingiana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SMILACACEAE";"Smilax lappacea";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SMILACACEAE";"Smilax lutescens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SMILACACEAE";"Smilax muscosa";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SMILACACEAE";"Smilax spicata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SMILACACEAE";"Smilax subsessiliflora";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Calibrachoa eglandulata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Calibrachoa elegans";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Calibrachoa humilis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Calibrachoa spathulata";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Lycianthes repens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Nicotiana mutabilis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Nierembergia pinifolia";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Petunia bonjardinensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Petunia exserta";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Petunia mantiqueirensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Petunia reitzii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Petunia saxicola";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Schwenckia curviflora";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Schwenckia nova-veneciana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum arenarium";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum bahianum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum graveolens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum jabrense";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum paralum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum restingae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum santosii";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum spissifolium";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum viscosissimum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SOLANACEAE";"Solanum warmingii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SYMPLOCACEAE";"Symplocos corymboclados";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SYMPLOCACEAE";"Symplocos itatiaiae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SYMPLOCACEAE";"Symplocos neglecta";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SYMPLOCACEAE";"Symplocos organensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"SYMPLOCACEAE";"Symplocos rhamnifolia";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"THELYPTERIDACEAE";"Thelypteris cutiataensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"THELYPTERIDACEAE";"Thelypteris littoralis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"THELYPTERIDACEAE";"Thelypteris montana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"THELYPTERIDACEAE";"Thelypteris multigemmifera";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"THELYPTERIDACEAE";"Thelypteris novaeana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"TRIGONIACEAE";"Trigoniodendron spiritusanctense";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"TROPAEOLACEAE";"Tropaeolum warmingianum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"URTICACEAE";"Pilea aparadensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"URTICACEAE";"Pilea flammula";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia delicatula";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia exscapa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia glutinosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia gounelleana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia longiscapa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia paranaensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia pungens";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia riparia";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia rodriguesii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia spectabilis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Barbacenia spiralis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia alata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia armata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia barbata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia canelinha";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
