"nome_cientifico";"status_conservacao";"fonte";"lista";"dispositivo_legal"
"Pavonia almasana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Agrianthus pungens";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Orthophytum mucugense";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dryadosaura nordestina";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia cauliflora";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia cracens";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Nothobachia ablephara";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Neomarica floscella";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Canistrum fosterianum";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lymania marantoides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stylotrichium rotundifolium";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista sincorana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia amblysepala";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ayenia noblickii";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Fevillea bahiensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia felisbertii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea farinosa";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hieracium stannardii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Turnera uleana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ipomoea serrana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Moldenhawera luschnathiana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Atractantha cardinalis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Apochloa bahiensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Mimosa morroensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia noblickii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Begonia paganucci";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Piriqueta crenata";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Piriqueta assuruensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Melochia illicioides";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aosa gilgiana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eugenia laxa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Sida itaparicana";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hohenbergia hatschbachii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Vitex hypoleuca";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia spathulifolia";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Vriesea chapadensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Trichilia florbranca";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Algernonia pardina";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ronnbergia neoregelioides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stylotrichium edmundoi";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Persea glabra";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ronnbergia silvana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Calliandra ganevii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Senegalia ricoae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Mimosa hirsuticaulis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea mollis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia blanchetiana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Oocephalus halimifolius";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Melocactus azureus";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marcetia oxycoccoides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Guettarda paludosa";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eremanthus hatschbachii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Maranta tuberculata";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Calliandra stelligera";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lychnophora santosii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Inga aptera";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Metastelma giuliettianum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Isurus paucus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cattleya aclandiae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Schaueria marginata";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Gomphrena nigricans";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia longipedunculata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hohenbergia lemei";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea echinata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Neoraputia calliantha";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylum petrae-caballi";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Matelea morilloana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ocotea thinicola";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista depauperata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marcetia shepherdii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Comanthera bahiensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Xyris mertensiana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eurolophosaurus divaricatus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dichorisandra ordinatiflora";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stachytarpheta lychnitis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista compitalis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia thomasii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cattleya kerrii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aylacostoma crenocarina";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Manilkara multifida";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Comanthera curralensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Schaueria pyramidalis";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Andira marauensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista botryoides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Habeas corpus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista glaucofilix";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia macrobracteolata";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Comanthera lanosa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Portea alatisepala";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Senecio almasensis";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stachytarpheta guedesii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista salvatoris";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cnidoscolus calyptrodontus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dichorisandra interrupta";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Turnera albicans";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Utricularia blanchetii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Coccocypselum bahiense";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Thunnus obesus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Caaeteboia amarali";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea discordiae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Amphilophium perbracteatum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Anctus laminiferus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Xyris glochidiata";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eugenia rosea";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Raddia angustifolia";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Araeococcus sessiliflorus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Andreadoxa flava";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Trichanthecium noterophylum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea turbinocalyx";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia morii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Passiflora igrapiunensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Metastelma harleyi";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Sinningia macrophylla";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Renvoizea sacciolepoides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Securidaca revoluta";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Epidendrum garciae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Neomarica eburnea";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eriope anamariae";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stylotrichium hortensiae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Calliandra geraisensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Canistrum camacaense";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia harleyi";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stromanthe bahiensis";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Vellozia caudata";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Angelonia verticillata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marcetia formosa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Couepia bondarii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Alcantarea nahoumii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Oocephalus pauciflorus";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia abrantea";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Inga conchifolia";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dichorisandra saxatilis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Anctus angiostomus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Philodendron pachyphyllum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Heteropterys aliciae";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Neomarica brachypus";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Apodanthera hindii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Arrojadoa bahiensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lychnophora regis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lychnophora sericea";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Almeidea coerulea";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia petasensis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Discocactus zehntneri";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista anamariae";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hypolytrum bahiense";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lepidagathis cuneiformis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Amorimia candidae";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Justicia antirrhina";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Oxyrhopus clathratus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marcetia alba";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsas sazimai";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia ramiflora";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Diospyros scottmorii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Abildgaardia papillosa";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hornschuchia polyantha";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia ciliata";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Xyris lagoinhae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Renvoizea marauensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Aechmea ampla";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia sancti";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Tibouchina subglabra";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Diandrolyra pygmaea";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cambessedesia rupestris";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Davilla bahiana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylum membranaceum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lychnophora morii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pavonia ovaliphylla";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Agrianthus carvalhoi";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Passiflora mucugeana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Santosia talmonii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Conchocarpus dasyanthus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Physeterostemon jardimii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Polygala chamaecyparis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Veyretia sincorensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eremocaulon asymmetricum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Sucrea monophylla";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Microlicia oligochaeta";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Licania lamentanda";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Utricularia parthenopipes";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Bertolonia alternifolia";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Myrcia teimosa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Xyris rubromarginata";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Mackenziaena severa";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cambessedesia gracilis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Spigelia flava";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Acritopappus morii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ossaea consimilis";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Clistax bahiensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Diplopterys carvalhoi";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marcetia candolleana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Mikania morii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Patagioenas plumbea";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Genlisea uncinata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Brassavola reginae";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Evolvulus altissimus";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbia tamanduana";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Barbacenia regis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Facheiroa ulei";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Jacquemontia robertsoniana";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Chamaecrista speciosa";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Helicteres pintonis";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Agrianthus microlicioides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Catolesia mentiens";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Lepidaploa pseudaurea";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Anthurium illepidum";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Drymoluber brazili";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dichorisandra leucosepala";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Plinia callosa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Rupestrea carvalhoana";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Trichogoniopsis morii";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Acritopappus connatifolius";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Hornschuchia leptandra";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Solanum evolvuloides";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Rourea macrocalyx";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Camarea elongata";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Marsdenia queirozii";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Cardiospermum bahianum";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Piptadenia ramosissima";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Pradosia longipedicellata";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stachytarpheta almasensis";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Dichorisandra marantoides";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Stephanopodium magnifolium";"Criticamente em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Anomochloa marantoidea";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Ormosia limae";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eriope luetzelburgii";"Vulnerável";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eurolophosaurus sp.";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
"Eriope viscosa";"Em Perigo";"BA";"Lista Flora Ameaçada Bahia";"Portaria SEMA-BA 40/2017"
